exposure	condition.1	condition.2	rg	rg.SE	partial_rg	partial_rg.SE	diff.T	diff.P	q	delta_rg	prop_atten	prop_atten_flag	class
ApoB	BPH	pri_skin	0.078782	0.032453	0.079091	0.032307	-0.225936	0.821251	0.960682	-0.000308	-0.003915	FLAG_OUT_OF_RANGE	A_persistent
ApoB	BPH	psoriasis	0.060316	0.043961	0.061247	0.043902	-0.561130	0.574709	0.860505			unstable_baseline	F_unstable_lowpower
ApoB	BPH	raynauds	0.070387	0.059752	0.066674	0.060038	1.068607	0.285247	0.602839			unstable_baseline	F_unstable_lowpower
ApoB	BPH	retinal_detach	0.114404	0.049009	0.112843	0.049303	0.753310	0.451264	0.768514	0.001561	0.013647	OK	A_persistent
ApoB	BPH	schizo	0.034689	0.022948	0.034580	0.023029	0.126682	0.899192	0.973140			unstable_baseline	F_unstable_lowpower
ApoB	BPH	scoliosis	0.051518	0.062823	0.052582	0.062870	-0.408542	0.682876	0.922588			unstable_baseline	F_unstable_lowpower
ApoB	BPH	sinusitis	0.202211	0.059759	0.199694	0.059889	1.031144	0.302473	0.621281	0.002517	0.012449	OK	A_persistent
ApoB	BPH	sleep_apnoea	0.164855	0.040583	0.168344	0.039839	-1.241046	0.214589	0.518477	-0.003489	-0.021164	FLAG_OUT_OF_RANGE	A_persistent
ApoB	BPH	spondylolisthesis	0.054990	0.075475	0.057244	0.074945	-0.811076	0.417322	0.738899			unstable_baseline	F_unstable_lowpower
ApoB	BPH	spondylosis	0.140395	0.051452	0.143503	0.050744	-1.086666	0.277185	0.594822	-0.003108	-0.022140	FLAG_OUT_OF_RANGE	A_persistent
ApoB	BPH	stroke_all	0.041562	0.061147	0.040835	0.060730	0.334845	0.737742	0.942969			unstable_baseline	F_unstable_lowpower
ApoB	BPH	tendon	0.107832	0.043441	0.111765	0.042718	-1.272469	0.203207	0.502456	-0.003933	-0.036473	FLAG_OUT_OF_RANGE	A_persistent
ApoB	BPH	thromboembolic	0.114947	0.042784	0.114183	0.043058	0.469010	0.639063	0.897722	0.000764	0.006647	OK	A_persistent
ApoB	BPH	tinnitus	0.229180	0.062971	0.226760	0.062504	0.949548	0.342342	0.664884	0.002420	0.010559	OK	A_persistent
ApoB	BPH	ulc_colitis	0.090992	0.029901	0.089264	0.029933	1.134892	0.256421	0.571228	0.001728	0.018994	OK	A_persistent
ApoB	BPH	ulcer_peptic	0.037006	0.055463	0.040588	0.055062	-1.033713	0.301270	0.620091			unstable_baseline	F_unstable_lowpower
ApoB	BPH	urine_incont	0.208834	0.050041	0.208179	0.050150	0.398272	0.690430	0.925414	0.000655	0.003139	OK	A_persistent
ApoB	BPH	urolithiasis	0.174237	0.039423	0.177373	0.039403	-1.297922	0.194314	0.490473	-0.003136	-0.017998	FLAG_OUT_OF_RANGE	A_persistent
ApoB	BPH	valve_nonrheumatic	0.025632	0.049761	0.025044	0.049569	0.274155	0.783966	0.954354			unstable_baseline	F_unstable_lowpower
ApoB	CKD	COPD	0.154018	0.039662	0.154118	0.039504	-0.047837	0.961846	0.988702	-0.000101	-0.000655	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	ED	0.159069	0.060071	0.159110	0.060062	-0.090793	0.927657	0.979420	-0.000040	-0.000254	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	GORD	0.186365	0.030164	0.186831	0.030015	-0.149690	0.881009	0.968649	-0.000466	-0.002502	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	HF	0.299194	0.041169	0.299632	0.041650	-0.233823	0.815122	0.959762	-0.000438	-0.001464	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	IBS	0.060334	0.038346	0.060487	0.038391	-0.102394	0.918444	0.977026			unstable_baseline	F_unstable_lowpower
ApoB	CKD	IDA	0.159179	0.068344	0.159207	0.068288	-0.019063	0.984791	0.996081	-0.000028	-0.000174	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	OA	0.130496	0.032801	0.130468	0.032785	0.038564	0.969238	0.990767	0.000028	0.000212	OK	A_persistent
ApoB	CKD	PMR	0.076778	0.066675	0.076745	0.066772	0.052452	0.958169	0.988329			unstable_baseline	F_unstable_lowpower
ApoB	CKD	RA	0.103964	0.043913	0.103951	0.044065	0.041075	0.967236	0.990623	0.000012	0.000119	OK	A_persistent
ApoB	CKD	TIA	0.248410	0.065893	0.248473	0.065742	-0.053368	0.957438	0.988259	-0.000063	-0.000253	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	coronary_heart	0.257441	0.032360	0.258533	0.032111	-0.307614	0.758376	0.948050	-0.001092	-0.004242	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	deaf	-0.018964	0.030185	-0.019006	0.030254	0.076697	0.938865	0.982556			unstable_baseline	F_unstable_lowpower
ApoB	CKD	depression	0.071492	0.027572	0.071495	0.027592	-0.028668	0.977130	0.993454	-0.000003	-0.000039	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	diabetes_type_2	0.206059	0.028814	0.206209	0.028790	-0.079955	0.936273	0.982049	-0.000149	-0.000725	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	diverticuli	0.119973	0.025453	0.119945	0.025475	0.045552	0.963667	0.989210	0.000028	0.000235	OK	A_persistent
ApoB	CKD	enthesopathy_lower	0.206687	0.060063	0.207019	0.060649	-0.163590	0.870054	0.967520	-0.000332	-0.001608	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	enthesopathy_shoulder	0.124588	0.039092	0.124622	0.038777	-0.018051	0.985598	0.996424	-0.000035	-0.000278	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	enthesopathy_upper	0.130803	0.042761	0.131234	0.042345	-0.113818	0.909382	0.974828	-0.000431	-0.003294	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	essential_tremor	0.044500	0.057981	0.044461	0.058068	0.058122	0.953651	0.986604			unstable_baseline	F_unstable_lowpower
ApoB	CKD	female_genital_prolapse	0.025234	0.030272	0.025194	0.030359	0.066004	0.947375	0.985169			unstable_baseline	F_unstable_lowpower
ApoB	CKD	fibromatosis	0.034382	0.042661	0.034340	0.042790	0.060562	0.951708	0.986305			unstable_baseline	F_unstable_lowpower
ApoB	CKD	fibromyalgia	0.212439	0.060603	0.212453	0.060647	-0.052748	0.957933	0.988359	-0.000014	-0.000066	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	gastritis_duodenitis	0.232605	0.035819	0.233040	0.035780	-0.167722	0.866802	0.967222	-0.000435	-0.001868	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	glaucoma	-0.055221	0.034782	-0.055185	0.034820	-0.061133	0.951254	0.986177			unstable_baseline	F_unstable_lowpower
ApoB	CKD	gout	0.413736	0.034318	0.414446	0.034383	-0.336641	0.736388	0.942450	-0.000710	-0.001715	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	hypertension	0.326623	0.034669	0.327750	0.035866	-0.391946	0.695098	0.928416	-0.001127	-0.003452	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	hyperthyroid	0.103754	0.053849	0.103753	0.054004	0.003018	0.997592	1.000000			unstable_baseline	F_unstable_lowpower
ApoB	CKD	hypothyroid	0.188038	0.034228	0.188080	0.034277	-0.100162	0.920216	0.977655	-0.000042	-0.000225	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	insomnia	0.038722	0.069988	0.038796	0.070214	-0.072176	0.942462	0.983628			unstable_baseline	F_unstable_lowpower
ApoB	CKD	intervert_disc	0.199588	0.029683	0.199636	0.029490	-0.034351	0.972597	0.991550	-0.000048	-0.000238	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	isch_stroke_tia	0.382784	0.064260	0.383192	0.064451	-0.234263	0.814781	0.959967	-0.000408	-0.001066	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	migraine	0.093124	0.033099	0.093114	0.032870	0.005205	0.995847	0.999467	0.000010	0.000109	OK	A_persistent
ApoB	CKD	osteoporosis	0.001478	0.040353	0.001591	0.040216	-0.076691	0.938869	0.982492			unstable_baseline	F_unstable_lowpower
ApoB	CKD	periph_neuro	0.318513	0.057832	0.319424	0.058164	-0.292136	0.770182	0.951244	-0.000911	-0.002859	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	peripheral_arterial	0.240973	0.075956	0.243138	0.075193	-0.420966	0.673780	0.916360	-0.002165	-0.008985	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	pri_bladder	0.124116	0.068980	0.124527	0.069030	-0.175396	0.860769	0.965911			unstable_baseline	F_unstable_lowpower
ApoB	CKD	pri_breast	0.013699	0.026561	0.013646	0.026522	0.070353	0.943912	0.984315			unstable_baseline	F_unstable_lowpower
ApoB	CKD	pri_colorectal	-0.067212	0.049966	-0.067847	0.050554	0.155598	0.876350	0.968238			unstable_baseline	F_unstable_lowpower
ApoB	CKD	pri_prost	0.003663	0.038636	0.003454	0.038165	0.072316	0.942351	0.983581			unstable_baseline	F_unstable_lowpower
ApoB	CKD	pri_skin	-0.064405	0.033821	-0.064420	0.033879	0.065357	0.947890	0.985224			unstable_baseline	F_unstable_lowpower
ApoB	CKD	psoriasis	0.105920	0.040813	0.105889	0.040942	0.045162	0.963978	0.989393	0.000032	0.000299	OK	A_persistent
ApoB	CKD	raynauds	-0.011071	0.065067	-0.010875	0.065572	-0.060029	0.952132	0.986402			unstable_baseline	F_unstable_lowpower
ApoB	CKD	retinal_detach	-0.052652	0.049280	-0.052586	0.049486	-0.044159	0.964778	0.989805			unstable_baseline	F_unstable_lowpower
ApoB	CKD	schizo	-0.083317	0.025234	-0.083309	0.025245	-0.061480	0.950977	0.986027	-0.000008	0.000094	OK	A_persistent
ApoB	CKD	scoliosis	-0.028332	0.063755	-0.028397	0.063733	0.076513	0.939011	0.982502			unstable_baseline	F_unstable_lowpower
ApoB	CKD	sinusitis	0.069627	0.068913	0.069989	0.069185	-0.140116	0.888568	0.970235			unstable_baseline	F_unstable_lowpower
ApoB	CKD	sleep_apnoea	0.171805	0.034380	0.171989	0.033934	-0.079758	0.936430	0.982145	-0.000184	-0.001068	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	spondylolisthesis	0.130837	0.063790	0.130853	0.063661	-0.009545	0.992384	0.998478	-0.000016	-0.000120	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	spondylosis	0.189636	0.047489	0.189807	0.047478	-0.079315	0.936782	0.982238	-0.000171	-0.000901	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	stroke_all	0.226280	0.062879	0.226359	0.063533	-0.069707	0.944426	0.984163	-0.000079	-0.000348	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	tendon	0.133280	0.045595	0.133461	0.045456	-0.065759	0.947569	0.985097	-0.000180	-0.001354	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	thromboembolic	0.218797	0.040566	0.218894	0.040690	-0.120700	0.903929	0.974024	-0.000097	-0.000443	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	tinnitus	0.062033	0.059565	0.062375	0.059721	-0.132826	0.894331	0.971971			unstable_baseline	F_unstable_lowpower
ApoB	CKD	ulc_colitis	-0.008050	0.034665	-0.007944	0.034835	-0.068199	0.945627	0.984932			unstable_baseline	F_unstable_lowpower
ApoB	CKD	ulcer_peptic	0.179015	0.055456	0.179312	0.055018	-0.113886	0.909328	0.975051	-0.000298	-0.001663	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	urine_incont	0.097444	0.044198	0.097517	0.044356	-0.096047	0.923483	0.978547	-0.000074	-0.000758	FLAG_OUT_OF_RANGE	A_persistent
ApoB	CKD	urolithiasis	-0.037278	0.047323	-0.037497	0.047705	0.100911	0.919621	0.977372			unstable_baseline	F_unstable_lowpower
ApoB	CKD	valve_nonrheumatic	0.147079	0.052282	0.147129	0.052586	-0.061520	0.950945	0.986062	-0.000050	-0.000341	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	ED	0.298129	0.049688	0.299284	0.050086	-0.354202	0.723188	0.939180	-0.001156	-0.003876	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	GORD	0.470376	0.020784	0.467917	0.020875	1.370026	0.170679	0.455898	0.002459	0.005228	OK	A_persistent
ApoB	COPD	HF	0.433032	0.028762	0.436852	0.028956	-1.357762	0.174539	0.462316	-0.003820	-0.008822	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	IBS	0.284188	0.034192	0.287151	0.033757	-1.031084	0.302501	0.621253	-0.002964	-0.010428	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	IDA	0.389409	0.057493	0.387970	0.057009	0.718887	0.472210	0.785788	0.001439	0.003695	OK	A_persistent
ApoB	COPD	OA	0.352171	0.025093	0.351660	0.024945	0.449644	0.652967	0.905903	0.000510	0.001449	OK	A_persistent
ApoB	COPD	PMR	0.183452	0.063150	0.182873	0.063230	0.193513	0.846557	0.964039	0.000579	0.003155	OK	A_persistent
ApoB	COPD	RA	0.367424	0.040875	0.367740	0.040628	-0.164362	0.869446	0.967637	-0.000316	-0.000860	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	TIA	0.319392	0.056047	0.318063	0.055459	0.519505	0.603408	0.876029	0.001329	0.004161	OK	A_persistent
ApoB	COPD	coronary_heart	0.302342	0.026812	0.298488	0.027019	1.551250	0.120842	0.371036	0.003854	0.012747	OK	A_persistent
ApoB	COPD	deaf	0.114804	0.026593	0.114154	0.026575	0.498777	0.617937	0.885396	0.000650	0.005661	OK	A_persistent
ApoB	COPD	depression	0.336923	0.030859	0.337537	0.030612	-0.486455	0.626645	0.890854	-0.000615	-0.001824	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	diabetes_type_2	0.243077	0.024813	0.240745	0.024648	1.303378	0.192446	0.487573	0.002332	0.009592	OK	A_persistent
ApoB	COPD	diverticuli	0.253504	0.026003	0.252993	0.025982	0.450418	0.652409	0.905719	0.000511	0.002018	OK	A_persistent
ApoB	COPD	enthesopathy_lower	0.310220	0.059542	0.313655	0.058984	-0.999938	0.317340	0.637503	-0.003435	-0.011074	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	enthesopathy_shoulder	0.384672	0.034595	0.382765	0.034392	1.116414	0.264245	0.580249	0.001907	0.004958	OK	A_persistent
ApoB	COPD	enthesopathy_upper	0.362724	0.038656	0.359268	0.038396	1.385530	0.165890	0.447274	0.003457	0.009530	OK	A_persistent
ApoB	COPD	essential_tremor	0.142953	0.051840	0.142227	0.052286	0.251204	0.801656	0.957518	0.000726	0.005082	OK	A_persistent
ApoB	COPD	female_genital_prolapse	0.092307	0.026713	0.091550	0.026787	0.477776	0.632809	0.894840	0.000758	0.008209	OK	A_persistent
ApoB	COPD	fibromatosis	0.064688	0.034542	0.063791	0.034394	0.455383	0.648834	0.903700			unstable_baseline	F_unstable_lowpower
ApoB	COPD	fibromyalgia	0.524436	0.062025	0.525559	0.061968	-0.410066	0.681758	0.921913	-0.001123	-0.002141	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	gastritis_duodenitis	0.499696	0.034055	0.497625	0.034183	1.353038	0.176044	0.464733	0.002071	0.004145	OK	A_persistent
ApoB	COPD	glaucoma	0.068563	0.029493	0.069604	0.029551	-0.697449	0.485522	0.796910	-0.001041	-0.015176	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	gout	0.179129	0.027740	0.176029	0.028173	1.501118	0.133325	0.393172	0.003099	0.017302	OK	A_persistent
ApoB	COPD	hypertension	0.306734	0.030381	0.312459	0.030951	-2.037013	0.041649	0.173945	-0.005725	-0.018663	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	hyperthyroid	0.165078	0.053593	0.165324	0.053338	-0.103982	0.917183	0.977149	-0.000246	-0.001490	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	hypothyroid	0.134988	0.042590	0.135863	0.041940	-0.501112	0.616292	0.884741	-0.000875	-0.006482	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	insomnia	0.388242	0.065436	0.390339	0.065674	-0.514649	0.606798	0.878300	-0.002098	-0.005403	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	intervert_disc	0.414257	0.026339	0.413004	0.026375	1.017371	0.308977	0.629178	0.001253	0.003024	OK	A_persistent
ApoB	COPD	isch_stroke_tia	0.321185	0.054152	0.324257	0.054409	-0.772718	0.439689	0.758243	-0.003073	-0.009566	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	migraine	0.235081	0.028659	0.232694	0.028714	1.437499	0.150576	0.423523	0.002387	0.010155	OK	A_persistent
ApoB	COPD	osteoporosis	0.162562	0.037148	0.165351	0.036913	-1.036049	0.300179	0.618785	-0.002789	-0.017154	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	periph_neuro	0.470990	0.050584	0.468572	0.050790	1.319117	0.187130	0.480721	0.002418	0.005134	OK	A_persistent
ApoB	COPD	peripheral_arterial	0.641119	0.057517	0.640566	0.058361	0.162042	0.871273	0.967720	0.000552	0.000862	OK	A_persistent
ApoB	COPD	pri_bladder	0.105161	0.079454	0.109153	0.078872	-0.908649	0.363535	0.686116			unstable_baseline	F_unstable_lowpower
ApoB	COPD	pri_breast	-0.013907	0.022977	-0.015134	0.023109	0.891872	0.372462	0.693222			unstable_baseline	F_unstable_lowpower
ApoB	COPD	pri_colorectal	-0.014931	0.043924	-0.020985	0.043987	1.596133	0.110459	0.349893			unstable_baseline	F_unstable_lowpower
ApoB	COPD	pri_prost	-0.062102	0.035479	-0.067151	0.034952	1.691520	0.090737	0.307616			unstable_baseline	F_unstable_lowpower
ApoB	COPD	pri_skin	-0.083893	0.028935	-0.084316	0.029135	0.249027	0.803340	0.957994	0.000422	-0.005036	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	psoriasis	0.283678	0.042034	0.283124	0.041962	0.303521	0.761493	0.948527	0.000554	0.001951	OK	A_persistent
ApoB	COPD	raynauds	0.123741	0.055429	0.129531	0.055539	-1.228388	0.219301	0.525182	-0.005790	-0.046793	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	retinal_detach	-0.037908	0.045274	-0.035780	0.045608	-0.784910	0.432506	0.751155			unstable_baseline	F_unstable_lowpower
ApoB	COPD	schizo	0.107319	0.022702	0.107681	0.022723	-0.322188	0.747310	0.945633	-0.000362	-0.003373	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	scoliosis	0.082701	0.062348	0.081605	0.062091	0.378196	0.705285	0.933907			unstable_baseline	F_unstable_lowpower
ApoB	COPD	sinusitis	0.361640	0.059494	0.367191	0.059902	-1.182811	0.236884	0.548608	-0.005551	-0.015348	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	sleep_apnoea	0.333648	0.033047	0.331170	0.032782	1.353998	0.175737	0.464087	0.002479	0.007429	OK	A_persistent
ApoB	COPD	spondylolisthesis	0.316174	0.065671	0.314360	0.065423	0.742700	0.457663	0.773406	0.001814	0.005738	OK	A_persistent
ApoB	COPD	spondylosis	0.582629	0.039174	0.581206	0.038937	1.171652	0.241337	0.553760	0.001423	0.002442	OK	A_persistent
ApoB	COPD	stroke_all	0.310294	0.053287	0.311831	0.052621	-0.520432	0.602762	0.876115	-0.001537	-0.004952	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	tendon	0.420809	0.039000	0.418329	0.038646	1.333881	0.182243	0.473634	0.002479	0.005891	OK	A_persistent
ApoB	COPD	thromboembolic	0.291686	0.035502	0.293370	0.035128	-0.743778	0.457011	0.772478	-0.001684	-0.005773	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	tinnitus	0.052406	0.084539	0.056673	0.082764	-1.097093	0.272601	0.589396			unstable_baseline	F_unstable_lowpower
ApoB	COPD	ulc_colitis	0.105067	0.033184	0.107721	0.033302	-1.195737	0.231799	0.541882	-0.002655	-0.025265	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	ulcer_peptic	0.540850	0.048790	0.538944	0.048720	1.195289	0.231974	0.542036	0.001906	0.003524	OK	A_persistent
ApoB	COPD	urine_incont	0.331481	0.040683	0.333253	0.040594	-0.737613	0.460750	0.776071	-0.001772	-0.005345	FLAG_OUT_OF_RANGE	A_persistent
ApoB	COPD	urolithiasis	0.056669	0.035897	0.053518	0.036152	1.440491	0.149728	0.422253			unstable_baseline	F_unstable_lowpower
ApoB	COPD	valve_nonrheumatic	0.174150	0.044692	0.175231	0.044388	-0.383886	0.701063	0.931046	-0.001081	-0.006209	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	GORD	0.410065	0.055274	0.412594	0.055704	-0.547952	0.583725	0.865746	-0.002529	-0.006166	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	HF	0.362998	0.064343	0.362893	0.063927	0.051641	0.958815	0.988312	0.000105	0.000289	OK	A_persistent
ApoB	ED	IBS	0.309146	0.071461	0.308968	0.071435	0.097815	0.922079	0.978311	0.000178	0.000575	OK	A_persistent
ApoB	ED	IDA	0.203395	0.092458	0.204055	0.092514	-0.272437	0.785286	0.954169	-0.000660	-0.003243	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	OA	0.284814	0.052320	0.285114	0.052165	-0.245884	0.805772	0.958059	-0.000300	-0.001054	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	PMR	0.317261	0.120108	0.317493	0.120243	-0.189924	0.849369	0.964810	-0.000233	-0.000733	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	RA	0.251953	0.067406	0.252030	0.067417	-0.133645	0.893683	0.971905	-0.000077	-0.000305	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	TIA	0.413473	0.085922	0.414159	0.086324	-0.295557	0.767569	0.950378	-0.000686	-0.001658	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	enthesopathy_lower	0.390091	0.092021	0.390012	0.092071	0.038920	0.968954	0.990682	0.000079	0.000204	OK	A_persistent
ApoB	ED	enthesopathy_shoulder	0.314055	0.058354	0.315123	0.058220	-0.340380	0.733570	0.941430	-0.001068	-0.003399	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	enthesopathy_upper	0.153997	0.068764	0.156005	0.068639	-0.377924	0.705487	0.933595	-0.002009	-0.013045	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	essential_tremor	0.183601	0.110529	0.183828	0.110465	-0.184510	0.853613	0.965878			unstable_baseline	F_unstable_lowpower
ApoB	ED	female_genital_prolapse	0.248985	0.053008	0.249209	0.053130	-0.233212	0.815596	0.959487	-0.000224	-0.000900	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	fibromatosis	0.088584	0.065194	0.088797	0.065314	-0.218317	0.827182	0.960462			unstable_baseline	F_unstable_lowpower
ApoB	ED	fibromyalgia	0.311716	0.102349	0.311691	0.102378	0.052135	0.958421	0.988316	0.000025	0.000080	OK	A_persistent
ApoB	ED	gastritis_duodenitis	0.421862	0.072041	0.423856	0.072721	-0.491755	0.622893	0.888400	-0.001994	-0.004726	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	glaucoma	-0.067246	0.058545	-0.067435	0.058607	0.201969	0.839941	0.962977			unstable_baseline	F_unstable_lowpower
ApoB	ED	gout	0.293549	0.051023	0.294921	0.051454	-0.396735	0.691563	0.925684	-0.001371	-0.004672	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	hypertension	0.348378	0.046219	0.348550	0.045869	-0.048962	0.960950	0.988462	-0.000172	-0.000494	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	hyperthyroid	0.001836	0.088878	0.001842	0.088866	-0.011656	0.990700	0.998064			unstable_baseline	F_unstable_lowpower
ApoB	ED	hypothyroid	0.165684	0.047694	0.165582	0.047638	0.186377	0.852149	0.965394	0.000103	0.000619	OK	A_persistent
ApoB	ED	insomnia	0.210013	0.116629	0.209824	0.116743	0.165508	0.868544	0.967645			unstable_baseline	F_unstable_lowpower
ApoB	ED	intervert_disc	0.313138	0.055647	0.313831	0.055564	-0.312936	0.754329	0.947120	-0.000693	-0.002212	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	isch_stroke_tia	0.437955	0.101353	0.437886	0.101233	0.039857	0.968207	0.990461	0.000069	0.000157	OK	A_persistent
ApoB	ED	migraine	0.187077	0.050798	0.187960	0.050796	-0.320284	0.748753	0.946335	-0.000883	-0.004722	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	osteoporosis	0.056693	0.065544	0.056289	0.065622	0.192549	0.847312	0.964162			unstable_baseline	F_unstable_lowpower
ApoB	ED	periph_neuro	0.487837	0.103482	0.490549	0.103635	-0.570243	0.568513	0.856820	-0.002712	-0.005559	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	peripheral_arterial	0.505630	0.109880	0.512652	0.110273	-0.843377	0.399018	0.721484	-0.007023	-0.013889	FLAG_OUT_OF_RANGE	A_persistent
ApoB	ED	pri_bladder	0.008429	0.113404	0.007754	0.113525	0.208260	0.835026	0.961260			unstable_baseline	F_unstable_lowpower
ApoB	ED	pri_breast	0.070929	0.043245	0.071179	0.043219	-0.222693	0.823775	0.960544			unstable_baseline	F_unstable_lowpower
ApoB	ED	pri_colorectal	0.062877	0.075033	0.064354	0.075412	-0.287965	0.773374	0.951324			unstable_baseline	F_unstable_lowpower
ApoB	ED	pri_prost	0.090248	0.062269	0.091464	0.062480	-0.289598	0.772124	0.950963			unstable_baseline	F_unstable_lowpower
ApoB	ED	pri_skin	-0.016375	0.064306	-0.016322	0.064330	-0.130358	0.896283	0.972392			unstable_baseline	F_unstable_lowpower
ApoB	ED	psoriasis	0.203282	0.070220	0.203536	0.070260	-0.216440	0.828645	0.960888	-0.000254	-0.001249	FLAG_OUT_OF_RANGE	A_persistent
