pair_id	disease1	disease2	baseline	BMI	SBP	ApoB	FG	SMK	SLEEP	JOINT
AAA_AF	AAA	AF	0.14633514128370315	0.09678	0.14833	0.174037	0.144579	0.119933	0.145548	0.11136513207090257
AAA_alc_problems	AAA	alc_problems	0.11655333265926685	0.091312	0.116562	0.116536	0.115753	-0.036454	0.114285	-0.03920282858898534
AAA_allergic_rhinitis	AAA	allergic_rhinitis	0.059204903577827955	0.051571	0.059278	0.05687	0.061004	0.073889	0.057376	0.06418872748513232
AAA_anxiety	AAA	anxiety	0.19191974459296876	0.205392	0.191848	0.203846	0.190355	0.123144	0.190733	0.16053028710070505
AAA_asthma	AAA	asthma	0.1134310473381138	0.054972	0.113299	0.115404	0.110595	0.051563	0.111661	0.014297496661474448
AAA_b12_def	AAA	b12_def	0.1321707521622043	0.05942	0.132231	0.123552	0.128506	0.072989	0.129902	0.014863296154320913
AAA_BPH	AAA	BPH	-0.033464077631544145	-0.033388	-0.033314	-0.023611	-0.034221	-0.024301	-0.035209	-0.01354016090936754
AAA_bursitis	AAA	bursitis	0.019100015498997695	-0.03089	0.019034	0.014559	0.014736	-0.074885	0.012166	-0.10758262374831826
AAA_carpal_tunnel	AAA	carpal_tunnel	0.051948375076273944	-0.038628	0.051613	0.043873	0.045995	-0.004393	0.047829	-0.0775122087689466
AAA_cataract	AAA	cataract	0.09888283497418751	0.075368	0.098696	0.104095	0.096822	0.065071	0.097951	0.05656862349118208
AAA_cholelithiasis	AAA	cholelithiasis	0.13591932787897565	0.044941	0.135781	0.140119	0.132213	0.094837	0.135507	0.03194267669756427
AAA_CKD	AAA	CKD	0.10661306916704026	0.04141	0.108319	0.108875	0.103324	0.090943	0.106082	0.04263566533494153
AAA_COPD	AAA	COPD	0.31037648791781813	0.252732	0.311481	0.305782	0.309079	0.174689	0.309841	0.13408473509438987
AAA_coronary_heart	AAA	coronary_heart	0.27118101580180703	0.215301	0.285437	0.255776	0.269159	0.219029	0.270186	0.16985761249247305
AAA_deaf	AAA	deaf	0.06629806041887361	0.049677	0.067168	0.064638	0.067553	0.024281	0.065913	0.014854787930419588
AAA_depression	AAA	depression	0.15758184338936007	0.137703	0.157716	0.162079	0.155387	0.073412	0.155895	0.07674095747183665
AAA_diabetes_type_2	AAA	diabetes_type_2	0.16305776879434247	0.035609	0.167486	0.1552	0.18002	0.125629	0.162614	0.036714609519529096
AAA_diverticuli	AAA	diverticuli	0.13372130833207252	0.099942	0.133842	0.133434	0.130883	0.096314	0.132643	0.0768697359430741
AAA_ED	AAA	ED	0.14671531355252454	0.065252	0.147064	0.153313	0.143242	0.063481	0.144818	0.018529602789170405
AAA_enthesopathy_lower	AAA	enthesopathy_lower	0.26857170016723975	0.203234	0.269673	0.286727	0.266652	0.200662	0.269994	0.18005873746411313
AAA_enthesopathy_shoulder	AAA	enthesopathy_shoulder	0.15005411964118495	0.096549	0.149926	0.141742	0.14665	0.076615	0.148205	0.0381275137872192
AAA_enthesopathy_upper	AAA	enthesopathy_upper	0.1162273642200094	0.066204	0.116132	0.09548	0.113319	0.030289	0.114024	-0.018476125419148726
AAA_essential_tremor	AAA	essential_tremor	0.09788107757366435	0.086826	0.097788	0.096552	0.100541	0.104006	0.095814	0.0936139771893222
AAA_female_genital_prolapse	AAA	female_genital_prolapse	0.08891196749669909	0.07651	0.089221	0.087589	0.086513	0.068728	0.088162	0.06335454806674197
AAA_fibromatosis	AAA	fibromatosis	0.045240880983091494	0.065503	0.045296	0.042355	0.046044	0.01734	0.045398	0.03414716588564106
AAA_fibromyalgia	AAA	fibromyalgia	0.19270311901877926	0.131753	0.192876	0.198933	0.190955	0.100502	0.192065	0.06957144235095851
AAA_gastritis_duodenitis	AAA	gastritis_duodenitis	0.1197921476005593	0.05615	0.119631	0.106042	0.116882	0.027222	0.117328	-0.02837229100907861
AAA_glaucoma	AAA	glaucoma	0.007908021552155371	0.019563	0.007514	0.011852	0.005611	0.01892	0.008513	0.031736024953295146
AAA_GORD	AAA	GORD	0.19605163708317108	0.13568	0.196082	0.181763	0.19322	0.124707	0.194559	0.07077248162871351
AAA_gout	AAA	gout	0.17554071657615813	0.083974	0.178899	0.165333	0.172216	0.15021	0.174288	0.071980027641026
AAA_HF	AAA	HF	0.29342127366891246	0.194286	0.314326	0.312454	0.293695	0.229622	0.292998	0.19155869088595165
AAA_hypertension	AAA	hypertension	0.30710779409146016	0.235866	0.436374	0.334001	0.308139	0.277733	0.306274	0.3691986027100228
AAA_hyperthyroid	AAA	hyperthyroid	0.2750396929090442	0.268193	0.276408	0.282396	0.273411	0.261861	0.276807	0.2735557058234283
AAA_hypothyroid	AAA	hypothyroid	0.0571179327626086	0.020155	0.057112	0.061281	0.056596	0.028025	0.056917	0.005726887173630099
AAA_IBS	AAA	IBS	0.056394050549958295	0.055012	0.056636	0.067194	0.056086	0.023876	0.054024	0.0404799723887356
AAA_IDA	AAA	IDA	0.1313619721814539	0.047142	0.132843	0.125162	0.126848	0.067533	0.129067	0.0027655504609600218
AAA_insomnia	AAA	insomnia	0.2915691347569911	0.277087	0.292691	0.30504	0.289865	0.208808	0.308455	0.2555049731383382
AAA_intervert_disc	AAA	intervert_disc	0.17011943360769388	0.115945	0.17005	0.16569	0.167584	0.091795	0.168378	0.05376907890450486
AAA_isch_stroke_tia	AAA	isch_stroke_tia	0.2840297219800206	0.239255	0.297278	0.301263	0.282177	0.23226	0.283296	0.22800355529878033
AAA_migraine	AAA	migraine	0.2536168303063142	0.254869	0.253729	0.248203	0.256359	0.228535	0.252629	0.22816308990119377
AAA_OA	AAA	OA	0.2619573036539439	0.176052	0.26192	0.26438	0.260151	0.210639	0.262925	0.1553165317991617
AAA_osteoporosis	AAA	osteoporosis	0.031851323392206775	0.080375	0.032313	0.042412	0.036309	0.02004	0.029893	0.07187188843429484
AAA_periph_neuro	AAA	periph_neuro	0.26923413042095584	0.186396	0.269435	0.257673	0.279846	0.192524	0.271693	0.1415318328500511
AAA_peripheral_arterial	AAA	peripheral_arterial	0.4629748488149627	0.406475	0.505452	0.446303	0.465923	0.38762	0.46467	0.37057731317250353
AAA_PMR	AAA	PMR	0.12365779739407692	0.106876	0.123508	0.123348	0.122817	0.111419	0.121934	0.10081584988221307
AAA_pri_bladder	AAA	pri_bladder	0.017928288092982116	0.008887	0.018599	0.03312	0.020142	-0.042878	0.01719	-0.027658794833848484
AAA_pri_breast	AAA	pri_breast	-0.03983238851932375	-0.027365	-0.039866	-0.045802	-0.040746	-0.042665	-0.039168	-0.037994387664941266
AAA_pri_colorectal	AAA	pri_colorectal	-0.06712204206165526	-0.075155	-0.066904	-0.093485	-0.066645	-0.056906	-0.066918	-0.09114354745802354
AAA_pri_prost	AAA	pri_prost	0.0039973178953299285	0.023731	0.004068	-0.015125	0.003558	0.027003	0.005148	0.021319965561909734
AAA_pri_skin	AAA	pri_skin	-0.08843116255338204	-0.064299	-0.088275	-0.09198	-0.086877	-0.081521	-0.088399	-0.06716981223974165
AAA_psoriasis	AAA	psoriasis	0.13109426069704322	0.091307	0.130949	0.13031	0.129761	0.076914	0.129181	0.051765191860092874
AAA_RA	AAA	RA	0.2704702050840726	0.237766	0.271032	0.2766	0.268427	0.205603	0.269427	0.19786037670613113
AAA_raynauds	AAA	raynauds	-0.03444173645282694	-0.007303	-0.034588	-0.014788	-0.028975	-0.062932	-0.037755	-0.021228994141062038
AAA_retinal_detach	AAA	retinal_detach	0.08046461998008324	0.10133	0.080443	0.091727	0.083398	0.105936	0.080137	0.12986532717614155
AAA_schizo	AAA	schizo	0.03253033595851277	0.062507	0.032935	0.034156	0.032493	-0.004866	0.036014	0.025339377340437372
AAA_scoliosis	AAA	scoliosis	0.11504661943645285	0.130921	0.115097	0.11311	0.118669	0.106401	0.113554	0.11848370959380775
AAA_sinusitis	AAA	sinusitis	0.17993514299112137	0.169528	0.179876	0.20176	0.180205	0.134239	0.178424	0.15783141345427254
AAA_sleep_apnoea	AAA	sleep_apnoea	0.3048542086570067	0.207868	0.305282	0.298634	0.303173	0.263714	0.304091	0.18466614107077955
AAA_spondylolisthesis	AAA	spondylolisthesis	0.3229922636455038	0.287863	0.323009	0.32123	0.321426	0.277276	0.322349	0.25640642937300523
AAA_spondylosis	AAA	spondylosis	0.26785049438755476	0.190291	0.268097	0.261755	0.265794	0.186044	0.269738	0.12794738185626686
AAA_stroke_all	AAA	stroke_all	0.3515922212051168	0.306858	0.365585	0.365161	0.350214	0.311794	0.352753	0.3030050662959576
AAA_tendon	AAA	tendon	0.1729018959463464	0.117028	0.172797	0.160228	0.169789	0.097984	0.173207	0.055182351099406626
AAA_thromboembolic	AAA	thromboembolic	0.2898008786847804	0.228409	0.290029	0.30237	0.288792	0.258157	0.288842	0.23486293572236264
AAA_TIA	AAA	TIA	0.4685103377380105	0.443548	0.4788	0.473159	0.467688	0.43273	0.46801	0.43151532163945056
AAA_tinnitus	AAA	tinnitus	-0.018101630711903884	0.004456	-0.017917	-0.002181	-0.012815	-0.027203	-0.021798	0.006875846085377745
AAA_ulc_colitis	AAA	ulc_colitis	-0.06446423182092617	-0.05688	-0.064676	-0.056566	-0.064477	-0.069564	-0.064641	-0.055368486546196444
AAA_ulcer_peptic	AAA	ulcer_peptic	0.3121522502064216	0.257285	0.313939	0.303981	0.310655	0.21656	0.312804	0.17632450617537962
AAA_urine_incont	AAA	urine_incont	0.17596512513618598	0.108037	0.175869	0.185468	0.173084	0.107313	0.174294	0.07253426325411741
AAA_urolithiasis	AAA	urolithiasis	0.10582417865351819	0.077642	0.105913	0.095308	0.105332	0.101054	0.105353	0.06913192808716155
AAA_valve_nonrheumatic	AAA	valve_nonrheumatic	0.22861515967109697	0.192394	0.237346	0.238	0.226366	0.208647	0.227427	0.19931042817724468
AF_alc_problems	AF	alc_problems	0.12519319320280295	0.102988	0.10545	0.127139	0.123857	0.080303	0.121224	0.05492365457565225
AF_allergic_rhinitis	AF	allergic_rhinitis	0.06565303756215957	0.058917	0.069502	0.067627	0.068861	0.070552	0.062772	0.06483809911542487
AF_anxiety	AF	anxiety	0.11609775176011958	0.125355	0.115331	0.113932	0.112958	0.089833	0.11384	0.10686929919838963
AF_asthma	AF	asthma	0.11994320734420566	0.069001	0.105609	0.120983	0.114604	0.09794	0.117018	0.04722264346873033
AF_b12_def	AF	b12_def	0.05546042837571849	-0.014143	0.034807	0.060981	0.046842	0.031824	0.048854	-0.0384334460330443
AF_BPH	AF	BPH	0.11215784845262455	0.116012	0.120289	0.108306	0.111099	0.116886	0.109939	0.1226207444270718
AF_bursitis	AF	bursitis	0.1391780603098336	0.100653	0.140049	0.141992	0.13258	0.111426	0.134084	0.09121124154399457
AF_carpal_tunnel	AF	carpal_tunnel	0.08864208597265662	0.012737	0.073648	0.093119	0.078114	0.068808	0.082547	-7.271756521695661e-4
AF_cataract	AF	cataract	0.11843858825335332	0.098112	0.104825	0.117961	0.114767	0.105695	0.117013	0.08010809473049017
AF_cholelithiasis	AF	cholelithiasis	0.1565441185632619	0.079749	0.149012	0.157084	0.14905	0.141428	0.155949	0.07602494035653173
AF_CKD	AF	CKD	0.12431476865787419	0.068317	0.077486	0.125176	0.118141	0.117719	0.123526	0.028927657437333845
AF_COPD	AF	COPD	0.11961374889433432	0.054706	0.100088	0.126049	0.111291	0.065063	0.115823	0.003601614540471424
AF_coronary_heart	AF	coronary_heart	0.263373627302607	0.214206	0.209772	0.276173	0.258568	0.245717	0.261503	0.16812786838585897
AF_deaf	AF	deaf	-0.001961214587012465	-0.018682	0.017966	-0.000522	0.000123	-0.018943	-0.0026	-0.011359832419459497
AF_depression	AF	depression	0.10803595403091011	0.088624	0.114222	0.108464	0.10361	0.077475	0.104689	0.07769225414735641
AF_diabetes_type_2	AF	diabetes_type_2	0.16705407974195208	0.058949	0.117723	0.173323	0.164455	0.152784	0.166395	0.050075481309730156
AF_diverticuli	AF	diverticuli	0.11175602046168566	0.080986	0.117785	0.113953	0.10608	0.097054	0.109984	0.08518003012722995
AF_ED	AF	ED	0.2213430742113148	0.157537	0.201515	0.221331	0.213322	0.197892	0.218482	0.14167460322633357
AF_enthesopathy_lower	AF	enthesopathy_lower	0.11495428487895042	0.045132	0.09328	0.111207	0.10982	0.08662	0.109306	0.002576125459555845
AF_enthesopathy_shoulder	AF	enthesopathy_shoulder	0.053479670334567596	0.001117	0.045641	0.059079	0.045022	0.023968	0.046651	-0.016091668350443556
AF_enthesopathy_upper	AF	enthesopathy_upper	0.07532887891199781	0.029269	0.073019	0.086355	0.06947	0.04361	0.067227	0.017635944250332887
AF_essential_tremor	AF	essential_tremor	0.035167404852268734	0.023457	0.032208	0.037013	0.039525	0.036031	0.031296	0.019012853628129538
AF_female_genital_prolapse	AF	female_genital_prolapse	0.09095279282639487	0.079828	0.101379	0.092967	0.086564	0.082761	0.089797	0.08983368813815781
AF_fibromatosis	AF	fibromatosis	-0.02454039024087222	-0.008822	-0.023297	-0.022941	-0.023235	-0.035983	-0.024339	-0.01658127771658287
AF_fibromyalgia	AF	fibromyalgia	0.10095399716606257	0.041406	0.085243	0.101025	0.097311	0.066136	0.094976	0.001969980920845642
AF_gastritis_duodenitis	AF	gastritis_duodenitis	0.0692010300854412	0.010129	0.059438	0.076962	0.06324	0.034745	0.063641	-0.011829086688305422
AF_glaucoma	AF	glaucoma	-2.442525868640571e-4	0.009758	-0.01435	-0.001802	-0.004363	0.003698	0.00068	7.536448404673679e-4
AF_GORD	AF	GORD	0.16080177935260734	0.105652	0.150258	0.170686	0.153953	0.135763	0.157248	0.09559355507080132
AF_gout	AF	gout	0.20563968306939828	0.13021	0.165376	0.213482	0.197723	0.195531	0.203618	0.10461324552184063
AF_HF	AF	HF	0.5946769746803872	0.580116	0.569289	0.593667	0.598116	0.591031	0.595813	0.5614091762229195
AF_hypertension	AF	hypertension	0.3824167994340854	0.330287	0.340913	0.377964	0.379616	0.372026	0.381105	0.2794981754972799
AF_hyperthyroid	AF	hyperthyroid	0.1733857719056214	0.163731	0.151837	0.174266	0.165457	0.165293	0.175754	0.15137358649202826
AF_hypothyroid	AF	hypothyroid	0.09914887377339256	0.068119	0.101174	0.098542	0.098347	0.088484	0.098885	0.06531111602902596
AF_IBS	AF	IBS	0.042207773641358796	0.040445	0.050381	0.038592	0.041678	0.029639	0.038293	0.034143924818913624
AF_IDA	AF	IDA	0.1442873972202999	0.072176	0.106342	0.149236	0.133675	0.12214	0.139667	0.0357539035455389
AF_insomnia	AF	insomnia	0.09844026674633273	0.07906	0.115668	0.096658	0.093805	0.06257	0.090932	0.07208587490756047
AF_intervert_disc	AF	intervert_disc	0.13787580466390345	0.088469	0.128554	0.142478	0.132607	0.110384	0.134049	0.07007674078585008
AF_isch_stroke_tia	AF	isch_stroke_tia	0.4515748903844633	0.421482	0.415298	0.450217	0.448585	0.440405	0.450653	0.3823971473224888
AF_migraine	AF	migraine	0.0808314140202473	0.076661	0.085568	0.086634	0.08489	0.067709	0.078608	0.07401003020400926
AF_OA	AF	OA	0.18344437695896332	0.099588	0.185856	0.186345	0.179343	0.163468	0.179615	0.09825469385066189
AF_osteoporosis	AF	osteoporosis	0.05808711622783132	0.101788	0.073147	0.054379	0.066088	0.053594	0.055134	0.09839039990726728
AF_periph_neuro	AF	periph_neuro	0.1778750860297378	0.095388	0.167747	0.187661	0.167819	0.150525	0.174024	0.10421626733521024
AF_peripheral_arterial	AF	peripheral_arterial	0.25928996012713407	0.185635	0.193852	0.277623	0.252588	0.235833	0.256685	0.12235077221643376
AF_PMR	AF	PMR	0.1343671919397391	0.11956	0.124679	0.136566	0.132963	0.128781	0.131513	0.10985042052305863
AF_pri_bladder	AF	pri_bladder	0.10788869034271836	0.102218	0.131084	0.102493	0.112153	0.087865	0.106859	0.10216836971292025
AF_pri_breast	AF	pri_breast	0.04182808102150366	0.055092	0.041683	0.044074	0.040363	0.041702	0.042939	0.05761854292938706
AF_pri_colorectal	AF	pri_colorectal	-0.020508488156693688	-0.026155	-0.010959	-0.010624	-0.019618	-0.015736	-0.020175	-0.004435767411629217
AF_pri_prost	AF	pri_prost	-0.018201779503782167	-0.001498	-0.01621	-0.010316	-0.019021	-0.009921	-0.016472	0.013918727608549874
AF_pri_skin	AF	pri_skin	0.023168805800236957	0.048083	0.030735	0.023758	0.026287	0.027376	0.023277	0.053991511015649564
AF_psoriasis	AF	psoriasis	0.11179980517875898	0.075838	0.105289	0.11418	0.109385	0.09159	0.108306	0.060580797435273406
AF_RA	AF	RA	0.1620764860371242	0.128436	0.146821	0.163367	0.155484	0.137061	0.159297	0.10515261174963866
AF_raynauds	AF	raynauds	-0.0197810818494662	0.00462	-0.024934	-0.028606	-0.009458	-0.029907	-0.024626	-0.029431809667297523
AF_retinal_detach	AF	retinal_detach	0.035218111471600776	0.052051	0.035214	0.03165	0.04009	0.043545	0.034692	0.049168376676448224
AF_schizo	AF	schizo	-0.03141331650181335	-0.007177	-0.020084	-0.031873	-0.031572	-0.046362	-0.026774	-0.007116867981994783
AF_scoliosis	AF	scoliosis	0.08400318856089405	0.096761	0.087455	0.086551	0.089988	0.079462	0.081453	0.09294629021560834
AF_sinusitis	AF	sinusitis	0.02628853312478425	0.012375	0.014573	0.0196	0.026623	0.005791	0.019968	-0.022783328196016944
AF_sleep_apnoea	AF	sleep_apnoea	0.24292074930416976	0.149722	0.23264	0.250922	0.237167	0.226719	0.241494	0.14951262423951378
AF_spondylolisthesis	AF	spondylolisthesis	0.02223476215999158	-0.022891	0.023078	0.026916	0.017244	-0.002524	0.01813	-0.03009048811553412
AF_spondylosis	AF	spondylosis	0.16079562645840814	0.082078	0.149441	0.167631	0.153987	0.130964	0.156367	0.06267232494073488
AF_stroke_all	AF	stroke_all	0.4259888026099685	0.391533	0.390103	0.426437	0.423442	0.414473	0.427849	0.355705045086716
AF_tendon	AF	tendon	0.05265493680679535	-0.003552	0.044482	0.060529	0.044326	0.021772	0.043583	-0.022302521343780926
AF_thromboembolic	AF	thromboembolic	0.1551418221867716	0.090935	0.163686	0.153981	0.146265	0.140152	0.152726	0.10179015194563214
AF_TIA	AF	TIA	0.3388745539707951	0.310697	0.30698	0.34422	0.335038	0.324138	0.337703	0.2814891730580436
AF_tinnitus	AF	tinnitus	0.03971860041878103	0.061293	0.047271	0.033136	0.050112	0.036916	0.034749	0.04866813772755938
AF_ulc_colitis	AF	ulc_colitis	0.03345826961282067	0.042877	0.027968	0.029595	0.033567	0.03285	0.033243	0.032627788062739624
AF_ulcer_peptic	AF	ulcer_peptic	0.12857115483408485	0.067444	0.104877	0.136875	0.121037	0.089749	0.123906	0.029356879949609765
AF_urine_incont	AF	urine_incont	0.09761487717005576	0.032336	0.094717	0.096147	0.090745	0.071014	0.093604	0.016917732787914707
AF_urolithiasis	AF	urolithiasis	0.13435055274913937	0.110279	0.140114	0.140886	0.13361	0.131717	0.133666	0.12270246172053896
AF_valve_nonrheumatic	AF	valve_nonrheumatic	0.569712767815304	0.552133	0.543531	0.571179	0.567479	0.564713	0.568925	0.5306738009156499
alc_problems_allergic_rhinitis	alc_problems	allergic_rhinitis	0.09666509962560298	0.093049	0.09843	0.096458	0.098105	0.135415	0.086432	0.13082446520852484
alc_problems_anxiety	alc_problems	anxiety	0.37373293592180784	0.379611	0.374248	0.374301	0.372964	0.285034	0.368655	0.28458228557487963
alc_problems_asthma	alc_problems	asthma	0.19409481157513336	0.171969	0.187036	0.19405	0.192493	0.095097	0.183935	0.0841297283949009
alc_problems_b12_def	alc_problems	b12_def	0.1560000626362702	0.127269	0.146506	0.155513	0.153842	0.052428	0.132344	0.027324736108683145
alc_problems_BPH	alc_problems	BPH	-0.010056607785256891	-0.009598	-0.007316	-0.009442	-0.010618	0.009052	-0.019473	0.007339545989811864
alc_problems_bursitis	alc_problems	bursitis	0.27594584649108295	0.260199	0.276419	0.275742	0.274954	0.149803	0.248246	0.13285078128418049
alc_problems_carpal_tunnel	alc_problems	carpal_tunnel	0.1202823778910987	0.085977	0.112619	0.11984	0.117429	0.026354	0.094339	0.004211991044715763
alc_problems_cataract	alc_problems	cataract	0.19712722367327346	0.187246	0.190441	0.197303	0.195861	0.154649	0.193288	0.1458252867432298
alc_problems_cholelithiasis	alc_problems	cholelithiasis	0.14542254844514008	0.110272	0.140749	0.145466	0.143113	0.075752	0.144148	0.08392039238762727
alc_problems_CKD	alc_problems	CKD	0.055428573899188933	0.025062	0.030344	0.055397	0.05271	0.024265	0.052641	-0.0073730685366901316
alc_problems_COPD	alc_problems	COPD	0.4863636459998471	0.477278	0.480396	0.486433	0.488826	0.256243	0.477318	0.2475087683721397
alc_problems_coronary_heart	alc_problems	coronary_heart	0.19094609711564944	0.165925	0.16527	0.190574	0.189245	0.087489	0.183246	0.04018948051502392
alc_problems_deaf	alc_problems	deaf	0.08225123749087286	0.074472	0.093211	0.082067	0.083225	0.007686	0.080725	0.02127187212142479
alc_problems_depression	alc_problems	depression	0.3311811615067254	0.323429	0.33506	0.331224	0.330248	0.210535	0.321526	0.21153172471822337
alc_problems_diabetes_type_2	alc_problems	diabetes_type_2	0.13620365595260947	0.088616	0.112007	0.135683	0.152302	0.069135	0.134553	0.07480849004157708
alc_problems_diverticuli	alc_problems	diverticuli	0.21152292686062926	0.19753	0.214553	0.211344	0.209989	0.160826	0.206516	0.16790162898460784
alc_problems_ED	alc_problems	ED	0.2602046687173806	0.236241	0.250268	0.260396	0.265667	0.127778	0.247461	0.12304215963294268
alc_problems_enthesopathy_lower	alc_problems	enthesopathy_lower	0.19302246497127853	0.165092	0.182775	0.19385	0.19145	0.054049	0.16813	0.024529122695910892
alc_problems_enthesopathy_shoulder	alc_problems	enthesopathy_shoulder	0.22963752440010576	0.209599	0.226588	0.229258	0.228331	0.109306	0.207636	0.09443560224777152
alc_problems_enthesopathy_upper	alc_problems	enthesopathy_upper	0.259103250382013	0.241529	0.258631	0.259117	0.257853	0.126952	0.231274	0.10707270306265215
alc_problems_essential_tremor	alc_problems	essential_tremor	0.007973049050735474	0.001543	0.006114	0.007743	0.009802	0.012615	-0.006841	-0.001675503537509066
alc_problems_female_genital_prolapse	alc_problems	female_genital_prolapse	0.14087554442918873	0.135101	0.146006	0.140689	0.139283	0.116429	0.137661	0.1243885238084895
alc_problems_fibromatosis	alc_problems	fibromatosis	0.1779343493654527	0.18802	0.179903	0.177739	0.178622	0.14885	0.180432	0.15203263417757718
alc_problems_fibromyalgia	alc_problems	fibromyalgia	0.34299630818596083	0.325796	0.336969	0.343089	0.342123	0.202674	0.32367	0.18479924099234818
alc_problems_gastritis_duodenitis	alc_problems	gastritis_duodenitis	0.3753841508929464	0.359931	0.372339	0.375436	0.374821	0.256661	0.360467	0.2503395566610932
alc_problems_glaucoma	alc_problems	glaucoma	-0.024140162274960793	-0.019188	-0.031474	-0.023929	-0.025971	-0.00735	-0.021012	-0.014120409894321506
alc_problems_GORD	alc_problems	GORD	0.3283113531695357	0.310423	0.32362	0.328394	0.32801	0.2246	0.315757	0.2202285653011927
alc_problems_gout	alc_problems	gout	0.139922160307776	0.102556	0.118928	0.139343	0.137484	0.096626	0.131834	0.07508458879695423
alc_problems_HF	alc_problems	HF	0.293394487040488	0.276801	0.274376	0.294352	0.295577	0.179906	0.279251	0.15968038899660117
alc_problems_hypertension	alc_problems	hypertension	0.21232747941588453	0.183095	0.195012	0.213971	0.212372	0.158051	0.20646	0.09225393310235415
alc_problems_hyperthyroid	alc_problems	hyperthyroid	0.06592358795008936	0.059114	0.053216	0.065923	0.062263	0.025133	0.073936	0.017995859916729074
alc_problems_hypothyroid	alc_problems	hypothyroid	0.08297368087855947	0.066684	0.083344	0.083138	0.082584	0.03472	0.082529	0.038107299131942704
alc_problems_IBS	alc_problems	IBS	0.13541639251665086	0.134882	0.13993	0.136068	0.135208	0.08935	0.122233	0.08663249134877246
alc_problems_IDA	alc_problems	IDA	0.10763313470686042	0.07174	0.088096	0.107165	0.104401	-0.014527	0.083271	-0.05943499482840569
alc_problems_insomnia	alc_problems	insomnia	0.4574218245184386	0.451261	0.468668	0.457905	0.456983	0.340122	0.444001	0.3485140518612455
alc_problems_intervert_disc	alc_problems	intervert_disc	0.2743122878064108	0.255458	0.269975	0.274015	0.273145	0.150136	0.260498	0.139762326439441
alc_problems_isch_stroke_tia	alc_problems	isch_stroke_tia	0.3538118504014545	0.338346	0.3389	0.35466	0.353047	0.280446	0.351344	0.2562077671746137
alc_problems_migraine	alc_problems	migraine	0.03957363290793411	0.03665	0.041272	0.038899	0.041274	-0.028578	0.031111	-0.035017420014209634
alc_problems_OA	alc_problems	OA	0.17583364060538204	0.140508	0.175976	0.17561	0.174317	0.072891	0.151166	0.0677965786123399
alc_problems_osteoporosis	alc_problems	osteoporosis	0.2102081536930732	0.236293	0.218767	0.210967	0.215036	0.218244	0.201302	0.2233781880347495
alc_problems_periph_neuro	alc_problems	periph_neuro	0.3764429201890211	0.36417	0.372142	0.376671	0.40106	0.257934	0.356866	0.2894535299360239
alc_problems_peripheral_arterial	alc_problems	peripheral_arterial	0.5145630978017438	0.519647	0.518977	0.518088	0.520207	0.366498	0.504424	0.37759170105558576
alc_problems_PMR	alc_problems	PMR	-0.04289895827595898	-0.052916	-0.049815	-0.043122	-0.043664	-0.084752	-0.056353	-0.10332384672464881
alc_problems_pri_bladder	alc_problems	pri_bladder	0.22384705273048333	0.221159	0.236417	0.225155	0.226018	0.144714	0.221866	0.1605200966223222
alc_problems_pri_breast	alc_problems	pri_breast	0.07592963138886444	0.082785	0.075822	0.07567	0.075312	0.086011	0.080558	0.08907357038274313
alc_problems_pri_colorectal	alc_problems	pri_colorectal	0.07088557151864343	0.068749	0.076465	0.069865	0.071318	0.108048	0.072837	0.11706324989853206
alc_problems_pri_prost	alc_problems	pri_prost	-0.01543708274632809	-0.006747	-0.01431	-0.016607	-0.01578	0.026294	-0.009183	0.030952741349428364
alc_problems_pri_skin	alc_problems	pri_skin	-0.008098105781441106	0.004222	-0.004593	-0.008165	-0.006803	0.011806	-0.007842	0.014031404326786975
alc_problems_psoriasis	alc_problems	psoriasis	0.19496415438313164	0.178564	0.191652	0.194762	0.194051	0.108759	0.182463	0.0982882100823713
alc_problems_RA	alc_problems	RA	0.2349043951843723	0.219502	0.227329	0.234858	0.233575	0.111433	0.224971	0.09781934837161678
alc_problems_raynauds	alc_problems	raynauds	0.12358225240323828	0.138019	0.121962	0.125277	0.130054	0.091874	0.108656	0.07542706766928747
alc_problems_retinal_detach	alc_problems	retinal_detach	9.74008724768682e-4	0.009123	0.000571	0.001498	0.002996	0.043121	-0.00104	0.03907518082010639
alc_problems_schizo	alc_problems	schizo	0.22156419988700418	0.237388	0.229349	0.221629	0.221598	0.183152	0.243483	0.2109229252082521
alc_problems_scoliosis	alc_problems	scoliosis	0.16083913231519245	0.167508	0.162568	0.160597	0.163896	0.159688	0.152458	0.15375189010808882
alc_problems_sinusitis	alc_problems	sinusitis	0.23896253927638744	0.233557	0.234511	0.240529	0.23917	0.171293	0.220429	0.15239090010637157
alc_problems_sleep_apnoea	alc_problems	sleep_apnoea	0.11133134292170792	0.058007	0.103936	0.110694	0.10877	0.012917	0.10558	0.010611895433330616
alc_problems_spondylolisthesis	alc_problems	spondylolisthesis	0.23873334710763858	0.2216	0.240311	0.23838	0.23745	0.150468	0.227	0.14986018869547102
alc_problems_spondylosis	alc_problems	spondylosis	0.39581162239727524	0.383898	0.391352	0.395733	0.396195	0.271439	0.377593	0.27321274490381864
alc_problems_stroke_all	alc_problems	stroke_all	0.25840079747909894	0.2382	0.238612	0.258691	0.257254	0.182893	0.265758	0.1622738059619081
alc_problems_tendon	alc_problems	tendon	0.19135318146930433	0.168694	0.187894	0.190888	0.189605	0.055942	0.160053	0.029522809872240346
