pair_id	baseline_rg	partial_BMI	partial_SBP	partial_ApoB	partial_FG	partial_SMK	partial_SLEEP	best_single_exposure	best_single_rg	best_single_attenuation	joint_rg	joint_attenuation	additional_joint_attenuation	joint_vs_best_single_ratio	disease1	disease2
cholelithiasis_enthesopathy_shoulder	0.19294467726425088	0.113245	0.19115	0.193339	0.173786	0.157022	0.193157	BMI	0.113245	0.07969967726425088	0.09910046152022964	0.09384421574402124	0.01414453847977036	0.07330877783375414	cholelithiasis	enthesopathy_shoulder
cholelithiasis_enthesopathy_upper	0.14028912701123106	0.063847	0.139517	0.14128	0.126189	0.097228	0.140776	BMI	0.063847	0.07644212701123106	0.05034679996592959	0.08994232704530147	0.01350020003407041	0.0962312641163533	cholelithiasis	enthesopathy_upper
cholelithiasis_essential_tremor	0.05838749599645284	0.040036	0.057553	0.058433	0.070184	0.060079	0.05664	BMI	0.040036	0.01835149599645284	0.049768092689883546	0.008619403306569295	-0.009732092689883544	-0.16668111080623818	cholelithiasis	essential_tremor
cholelithiasis_female_genital_prolapse	0.20412513916191766	0.19648	0.206595	0.204186	0.194768	0.194365	0.203627	SMK	0.194365	0.009760139161917647	0.18997319640752447	0.014151942754393187	0.0043918035924755405	0.021515250941197602	cholelithiasis	female_genital_prolapse
cholelithiasis_fibromatosis	-0.03815512402424812	-0.011221	-0.037767	-0.038123	-0.035122	-0.054984	-0.03805	BMI	-0.011221	0.02693412402424812	-0.021278062136514824	0.0168770618877333	-0.010057062136514824	-0.26358352629448717	cholelithiasis	fibromatosis
cholelithiasis_fibromyalgia	0.33138334317688284	0.2517	0.328543	0.331378	0.325767	0.2976	0.335474	BMI	0.2517	0.07968334317688286	0.2490435396459256	0.08233980353095724	0.0026564603540743803	0.00801627604033326	cholelithiasis	fibromyalgia
cholelithiasis_gastritis_duodenitis	0.4084203596487299	0.342467	0.406759	0.409693	0.399054	0.381719	0.411339	BMI	0.342467	0.06595335964872989	0.34126909495833707	0.06715126469039284	0.00119790504166295	0.0029330198981589264	cholelithiasis	gastritis_duodenitis
cholelithiasis_glaucoma	0.02902856762519658	0.049912	0.025669	0.028998	0.018773	0.035125	0.029515	FG	0.018773	0.010255567625196579	0.047842702144742254	-0.018814134519545674	-0.029069702144742252	-1.0014170357999328	cholelithiasis	glaucoma
cholelithiasis_GORD	0.38534021168348487	0.313105	0.383183	0.386977	0.371348	0.359305	0.386292	BMI	0.313105	0.07223521168348485	0.30718621797554885	0.07815399370793602	0.005918782024451175	0.015359886783144271	cholelithiasis	GORD
cholelithiasis_gout	0.23482299659959813	0.093197	0.229165	0.235467	0.210014	0.221018	0.23408	BMI	0.093197	0.14162599659959813	0.09177594701204358	0.14304704958755454	0.001421052987956417	0.006051592086525861	cholelithiasis	gout
cholelithiasis_HF	0.2893149853734968	0.103451	0.291374	0.28952	0.262933	0.25753	0.289574	BMI	0.103451	0.1858639853734968	0.094521806881292	0.19479317849220482	0.008929193118708004	0.03086322371853877	cholelithiasis	HF
cholelithiasis_hypertension	0.24407802852544994	0.111782	0.297681	0.244606	0.214894	0.225082	0.243398	BMI	0.111782	0.13229602852544992	0.15045194890883504	0.0936260796166149	-0.03866994890883503	-0.15843273211624997	cholelithiasis	hypertension
cholelithiasis_hyperthyroid	0.10772863682546768	0.090425	0.102119	0.10773	0.082155	0.095314	0.108923	FG	0.082155	0.025573636825467677	0.07655941718881548	0.0311692196366522	0.005595582811184524	0.05194146121286198	cholelithiasis	hyperthyroid
cholelithiasis_hypothyroid	0.17312640227857926	0.125768	0.173309	0.173114	0.172731	0.159244	0.172992	BMI	0.125768	0.047358402278579265	0.12155407419981748	0.051572328078761775	0.004213925800182511	0.024340168482227482	cholelithiasis	hypothyroid
cholelithiasis_IBS	0.2093067383228061	0.221525	0.21148	0.209384	0.210367	0.194515	0.208474	SMK	0.194515	0.014791738322806114	0.21657481424534483	-0.007268075922538725	-0.02205981424534484	-0.10539466823721076	cholelithiasis	IBS
cholelithiasis_IDA	0.1695575266464748	0.037892	0.162487	0.169799	0.137185	0.137336	0.169049	BMI	0.037892	0.1316655266464748	0.021413128569044076	0.14814439807743074	0.016478871430955926	0.09718749593059443	cholelithiasis	IDA
cholelithiasis_insomnia	0.14377836565705399	0.11532	0.147938	0.143768	0.132687	0.093096	0.148842	SMK	0.093096	0.05068236565705399	0.10569401137955961	0.038084354277494376	-0.012598011379559612	-0.08762105009323101	cholelithiasis	insomnia
cholelithiasis_intervert_disc	0.2524243228463127	0.176422	0.250096	0.252702	0.240725	0.21735	0.252179	BMI	0.176422	0.07600232284631273	0.1633787481138804	0.08904557473243233	0.0130432518861196	0.051671929784915846	cholelithiasis	intervert_disc
cholelithiasis_isch_stroke_tia	0.10099260447553869	0.011294	0.089036	0.100987	0.087195	0.066176	0.100243	BMI	0.011294	0.08969860447553869	-0.006186223924205979	0.09480638055133271	0.005107776075794021	0.05057574366280622	cholelithiasis	isch_stroke_tia
cholelithiasis_migraine	0.21656563094871562	0.223179	0.217595	0.216998	0.229448	0.200514	0.215803	SMK	0.200514	0.016051630948715617	0.22261118863673798	-0.006045557688022368	-0.022097188636737986	-0.10203460512148747	cholelithiasis	migraine
cholelithiasis_OA	0.20924066360663543	0.050373	0.209102	0.209328	0.19943	0.179972	0.210053	BMI	0.050373	0.15886766360663543	0.046419924019236426	0.162820739587399	0.003953075980763575	0.018892484436941036	cholelithiasis	OA
cholelithiasis_osteoporosis	0.010843109990341045	0.087932	0.014223	0.010764	0.030427	0.003894	0.009246	SMK	0.003894	0.0069491099903410455	0.0870793807946138	-0.07623627080427275	-0.08318538079461381	-7.671727103083403	cholelithiasis	osteoporosis
cholelithiasis_periph_neuro	0.2627934179410773	0.119079	0.260181	0.263916	0.22019	0.225517	0.266358	BMI	0.119079	0.1437144179410773	0.09801924692448385	0.16477417101659345	0.02105975307551615	0.08013805383907333	cholelithiasis	periph_neuro
cholelithiasis_peripheral_arterial	0.24753478251736846	0.095546	0.248244	0.25048	0.22301	0.198299	0.247467	BMI	0.095546	0.15198878251736847	0.08074367878818171	0.16679110372918676	0.014802321211818292	0.05979895456017247	cholelithiasis	peripheral_arterial
cholelithiasis_PMR	0.04115063036625473	0.010342	0.03809	0.04119	0.03725	0.032125	0.03953	BMI	0.010342	0.030808630366254728	0.008980907758290144	0.032169722607964586	0.0013610922417098565	0.03307585399289558	cholelithiasis	PMR
cholelithiasis_pri_bladder	0.022655196059973584	0.008956	0.027758	0.022565	0.032974	-0.00975	0.022078	BMI	0.008956	0.013699196059973584	-0.005211800893059117	0.01744339516691447	0.0037441991069408834	0.16526889006076645	cholelithiasis	pri_bladder
cholelithiasis_pri_breast	0.022527514714133303	0.046814	0.022289	0.022577	0.018778	0.02226	0.023085	FG	0.018778	0.0037495147141333035	0.04341913518103952	-0.020891620466906218	-0.02464113518103952	-1.0938239523412752	cholelithiasis	pri_breast
cholelithiasis_pri_colorectal	0.003638358985225062	-0.005497	0.006113	0.003879	0.006103	0.010801	0.003818	SLEEP	0.003818	-0.00017964101477493813	0.0014662189318008212	0.002172140053424241	0.0023517810681991788	0.6463851087123285	cholelithiasis	pri_colorectal
cholelithiasis_pri_prost	-0.06648091584243881	-0.040506	-0.065986	-0.066528	-0.069358	-0.05533	-0.065664	BMI	-0.040506	0.025974915842438814	-0.037067709301091434	0.02941320654134738	0.0034382906989085665	0.05171846168692063	cholelithiasis	pri_prost
cholelithiasis_pri_skin	-0.04930861585791455	-0.009148	-0.047679	-0.049299	-0.042085	-0.044133	-0.049271	BMI	-0.009148	0.040160615857914556	-0.006852171570058424	0.04245644428785613	0.002295828429941576	0.046560390917423644	cholelithiasis	pri_skin
cholelithiasis_psoriasis	0.17337107214953623	0.115982	0.17152	0.173442	0.168626	0.145687	0.172312	BMI	0.115982	0.05738907214953623	0.10672694523853414	0.06664412691100209	0.009255054761465861	0.05338292396025088	cholelithiasis	psoriasis
cholelithiasis_RA	0.2090615845714182	0.155698	0.205403	0.209076	0.191825	0.17315	0.208197	BMI	0.155698	0.05336358457141821	0.13765780434760094	0.07140378022381727	0.01804019565239906	0.08629129875477573	cholelithiasis	RA
cholelithiasis_raynauds	-0.035061431867690375	0.007887	-0.036272	-0.035388	-0.008377	-0.050002	-0.037728	BMI	0.007887	0.027174431867690377	0.007424850518956977	0.027636581348733397	0.0004621494810430225	0.013181135407903864	cholelithiasis	raynauds
cholelithiasis_retinal_detach	-0.06600898387059306	-0.04247	-0.066299	-0.06614	-0.054832	-0.055454	-0.066313	BMI	-0.04247	0.023538983870593062	-0.034910903123592886	0.031098080747000177	0.007559096876407115	0.11451618299754929	cholelithiasis	retinal_detach
cholelithiasis_schizo	-0.0468074501312479	-0.004543	-0.043977	-0.046815	-0.047656	-0.068755	-0.044689	BMI	-0.004543	0.0422644501312479	-0.023608337030721033	0.02319911310052687	-0.01906533703072103	-0.40731415570089596	cholelithiasis	schizo
cholelithiasis_scoliosis	-0.030810971161246273	-0.013984	-0.030478	-0.030772	-0.017074	-0.038698	-0.03236	BMI	-0.013984	0.016826971161246273	-0.012773969778711756	0.018037001382534515	0.0012100302212882438	0.039272706301780175	cholelithiasis	scoliosis
cholelithiasis_sinusitis	0.13877041031278076	0.123676	0.136159	0.138961	0.141258	0.112517	0.13752	SMK	0.112517	0.02625341031278075	0.11695071324983913	0.021819697062941623	-0.004433713249839127	-0.0319499902021316	cholelithiasis	sinusitis
cholelithiasis_sleep_apnoea	0.2819575705389854	0.092517	0.279122	0.282684	0.266019	0.258644	0.28139	BMI	0.092517	0.1894405705389854	0.08810149476889349	0.1938560757700919	0.004415505231106509	0.015660176184189353	cholelithiasis	sleep_apnoea
cholelithiasis_spondylolisthesis	0.006928110478564802	-0.077367	0.00702	0.007035	-0.006222	-0.029616	0.004793	SLEEP	0.004793	0.0021351104785648015	-0.09452974904498532	-0.08760163856642052	-0.08973674904498531	-12.952557457423051	cholelithiasis	spondylolisthesis
cholelithiasis_spondylosis	0.1745177945104686	0.026359	0.171419	0.174949	0.155824	0.128402	0.174914	BMI	0.026359	0.1481587945104686	0.0061499184501236665	0.16836787606034492	0.020209081549876336	0.11579954701217633	cholelithiasis	spondylosis
cholelithiasis_stroke_all	0.1582782612047417	0.065781	0.149631	0.158265	0.149049	0.129824	0.159068	BMI	0.065781	0.0924972612047417	0.055334958455209526	0.10294330274953217	0.01044604154479048	0.06599795490094465	cholelithiasis	stroke_all
cholelithiasis_tendon	0.1710716662368407	0.082232	0.16916	0.171732	0.15174	0.132424	0.17286	BMI	0.082232	0.0888396662368407	0.06987014057188487	0.10120152566495583	0.01236185942811513	0.07226129083819594	cholelithiasis	tendon
cholelithiasis_thromboembolic	0.24948628580830773	0.143472	0.251119	0.249493	0.225868	0.230013	0.248776	BMI	0.143472	0.10601428580830774	0.13262439465238893	0.1168618911559188	0.010847605347611061	0.04347976608199537	cholelithiasis	thromboembolic
cholelithiasis_TIA	0.16607251593879171	0.10401	0.158601	0.166256	0.152912	0.135418	0.165371	BMI	0.10401	0.06206251593879171	0.09163451179998108	0.07443800413881063	0.012375488200018922	0.07451858081429968	cholelithiasis	TIA
cholelithiasis_tinnitus	0.11048143651888047	0.157754	0.112315	0.110602	0.138763	0.107531	0.108852	SMK	0.107531	0.002950436518880467	0.16783829829607966	-0.05735686177719919	-0.060307298296079656	-0.5458591071611707	cholelithiasis	tinnitus
cholelithiasis_ulc_colitis	-0.01269661876343393	0.001988	-0.014259	-0.012796	-0.012737	-0.014045	-0.012822	BMI	0.001988	0.01070861876343393	-0.000350009283070734	0.012346609480363197	0.0016379907169292661	0.12900999450709308	cholelithiasis	ulc_colitis
cholelithiasis_ulcer_peptic	0.29821175651812126	0.208276	0.294298	0.299206	0.281423	0.257369	0.299544	BMI	0.208276	0.08993575651812127	0.19689381926666497	0.1013179372514563	0.011382180733335023	0.03816811538965389	cholelithiasis	ulcer_peptic
cholelithiasis_urine_incont	0.20335605441861906	0.097308	0.202432	0.203354	0.187221	0.169059	0.202572	BMI	0.097308	0.10604805441861906	0.08124736834071955	0.12210868607789951	0.016060631659280455	0.07897788784895879	cholelithiasis	urine_incont
cholelithiasis_urolithiasis	0.24932454853510339	0.219615	0.250351	0.249866	0.249873	0.247581	0.249013	BMI	0.219615	0.02970954853510338	0.22310659734285337	0.02621795119225001	-0.0034915973428533698	-0.014004226071472356	cholelithiasis	urolithiasis
cholelithiasis_valve_nonrheumatic	0.04364977184908296	-0.029104	0.029459	0.043625	0.027508	0.027601	0.042208	FG	0.027508	0.01614177184908296	-0.03710166114121175	0.006548110707871209	-0.00959366114121175	-0.21978720013431877	cholelithiasis	valve_nonrheumatic
CKD_COPD	0.15401754423243422	0.075093	0.132988	0.154118	0.137498	0.142551	0.152237	BMI	0.075093	0.07892454423243422	0.060728769982191455	0.09328877425024276	0.014364230017808538	0.09326359597144912	CKD	COPD
CKD_coronary_heart	0.2574409498405594	0.194366	0.193221	0.258533	0.247342	0.248961	0.256445	SBP	0.193221	0.06421994984055937	0.1344745666015759	0.12296638323898348	0.058746433398424114	0.22819381856230517	CKD	coronary_heart
CKD_deaf	-0.01896385487715168	-0.040703	0.003574	-0.019006	-0.015063	-0.029571	-0.019376	SBP	0.003574	0.015389854877151679	-0.021625239530231644	-0.0026613846530799644	-0.018051239530231643	-0.9518760635518474	CKD	deaf
CKD_depression	0.07149248249788942	0.046182	0.077998	0.071495	0.062578	0.052869	0.069357	BMI	0.046182	0.02531048249788942	0.05016456158770227	0.021327920910187148	-0.003982561587702271	-0.055706018990456	CKD	depression
CKD_diabetes_type_2	0.20605914221517121	0.072925	0.151186	0.206209	0.170556	0.198422	0.205648	BMI	0.072925	0.13313414221517123	0.024332884462993382	0.18172625775217782	0.048592115537006625	0.23581635357030523	CKD	diabetes_type_2
CKD_diverticuli	0.11997347088426373	0.082291	0.12769	0.119945	0.108881	0.111416	0.118901	BMI	0.082291	0.03768247088426373	0.09065588870821055	0.02931758217605318	-0.008364888708210547	-0.0697228199414186	CKD	diverticuli
CKD_ED	0.15906919301437866	0.070025	0.134298	0.15911	0.129187	0.145466	0.157343	BMI	0.070025	0.08904419301437866	0.05088302211430355	0.10818617090007511	0.01914197788569645	0.12033743003880179	CKD	ED
CKD_enthesopathy_lower	0.206686587125181	0.127546	0.185324	0.207019	0.197712	0.195711	0.206606	BMI	0.127546	0.07914058712518102	0.11395477692366295	0.09273181020151806	0.013591223076337047	0.06575764429312213	CKD	enthesopathy_lower
CKD_enthesopathy_shoulder	0.12458768514520589	0.063827	0.117943	0.124622	0.109134	0.110335	0.122287	BMI	0.063827	0.0607606851452059	0.05853743039257564	0.06605025475263025	0.005289569607424355	0.04245660075680358	CKD	enthesopathy_shoulder
CKD_enthesopathy_upper	0.13080318405726268	0.076658	0.130141	0.131234	0.120027	0.115728	0.129446	BMI	0.076658	0.05414518405726268	0.07751482705604829	0.0532883570012144	-0.0008568270560482816	-0.006550506107505624	CKD	enthesopathy_upper
CKD_essential_tremor	0.04450041164223766	0.030436	0.041497	0.044461	0.053067	0.044998	0.04217	BMI	0.030436	0.014064411642237661	0.028522039337021056	0.015978372305216607	0.0019139606629789453	0.043009954118318885	CKD	essential_tremor
CKD_female_genital_prolapse	0.025234461510667987	0.00921	0.035646	0.025194	0.016113	0.019845	0.024448	BMI	0.00921	0.016024461510667987	0.018185613922365746	0.007048847588302241	-0.008975613922365747	-0.35568874408400847	CKD	female_genital_prolapse
CKD_fibromatosis	0.034381704992203374	0.056442	0.037531	0.03434	0.03726	0.027815	0.034532	SMK	0.027815	0.006566704992203375	0.05542321821002582	-0.021041513217822445	-0.02760821821002582	-0.802991539142298	CKD	fibromatosis
CKD_fibromyalgia	0.21243925304697087	0.146676	0.198391	0.212453	0.20655	0.20179	0.212441	BMI	0.146676	0.06576325304697087	0.14125096769643375	0.07118828535053712	0.005425032303566252	0.025536863954077088	CKD	fibromyalgia
CKD_gastritis_duodenitis	0.23260545238937214	0.171322	0.226783	0.23304	0.223004	0.223055	0.232003	BMI	0.171322	0.061283452389372134	0.17271956897405238	0.05988588341531975	-0.0013975689740523822	-0.006008324223255559	CKD	gastritis_duodenitis
CKD_glaucoma	-0.055220716593275744	-0.044886	-0.073409	-0.055185	-0.063706	-0.052976	-0.054667	BMI	-0.044886	0.010334716593275742	-0.0617253600474773	-0.006504643454201556	-0.016839360047477298	-0.30494642384861476	CKD	glaucoma
CKD_GORD	0.1863650526767185	0.118793	0.175573	0.186831	0.172558	0.174605	0.184858	BMI	0.118793	0.0675720526767185	0.1118471171176916	0.07451793555902689	0.0069458828823083935	0.03727030783157181	CKD	GORD
CKD_gout	0.4137363509090051	0.344424	0.379222	0.414446	0.400941	0.4096	0.413186	BMI	0.344424	0.06931235090900512	0.31528104040906807	0.09845531049993705	0.02914295959093194	0.0704384797876788	CKD	gout
CKD_HF	0.2991940830190801	0.186535	0.231321	0.299632	0.281279	0.292545	0.298914	BMI	0.186535	0.11265908301908012	0.11682365074224713	0.182370432276833	0.06971134925775288	0.2329970852174482	CKD	HF
CKD_hypertension	0.3266225675723894	0.248958	0.226316	0.32775	0.309328	0.320688	0.32586	SBP	0.226316	0.1003065675723894	0.1346481844064709	0.1919743831659185	0.0916678155935291	0.2806536494855419	CKD	hypertension
CKD_hyperthyroid	0.10375427163654188	0.089999	0.076544	0.103753	0.084766	0.098383	0.105199	SBP	0.076544	0.027210271636541883	0.06630763823678512	0.03744663339975676	0.01023636176321488	0.09865966578295239	CKD	hyperthyroid
CKD_hypothyroid	0.18803801752249774	0.154143	0.193524	0.18808	0.187446	0.182297	0.187885	BMI	0.154143	0.03389501752249774	0.16170627701253207	0.026331740509965673	-0.007563277012532066	-0.040222063134797516	CKD	hypothyroid
CKD_IBS	0.0603338833087493	0.059167	0.070563	0.060487	0.059578	0.052876	0.058053	SMK	0.052876	0.007457883308749302	0.0669065885896906	-0.006572705280941303	-0.014030588589690605	-0.23254907226659424	CKD	IBS
CKD_IDA	0.15917925899387278	0.06888	0.116014	0.159207	0.135547	0.147552	0.157553	BMI	0.06888	0.09029925899387278	0.028768088783189993	0.1304111702106828	0.04011191121681	0.2519920715195314	CKD	IDA
CKD_insomnia	0.03872212430330942	0.012365	0.057127	0.038796	0.029123	0.014941	0.031656	BMI	0.012365	0.026357124303309422	0.024940860863060764	0.013781263440248659	-0.012575860863060765	-0.32477197698541443	CKD	insomnia
CKD_intervert_disc	0.19958841902612823	0.141989	0.191299	0.199636	0.189946	0.188222	0.198213	BMI	0.141989	0.057599419026128224	0.1382332460363425	0.06135517298978574	0.0037557539636575155	0.018817494431707722	CKD	intervert_disc
CKD_isch_stroke_tia	0.3827844415818379	0.340444	0.332769	0.383192	0.375705	0.378181	0.3822	SBP	0.332769	0.050015441581837905	0.2997160273112888	0.08306841427054906	0.03305297268871116	0.08634878824259777	CKD	isch_stroke_tia
CKD_migraine	0.09312426469490011	0.089002	0.099337	0.093114	0.101224	0.085375	0.091791	SMK	0.085375	0.0077492646949001015	0.09259232603194766	0.0005319386629524525	-0.007217326031947649	-0.07750209953972288	CKD	migraine
CKD_OA	0.13049606761375268	0.013342	0.132434	0.130468	0.122038	0.118386	0.128362	BMI	0.013342	0.11715406761375269	0.021956538878292752	0.10853952873545993	-0.008614538878292752	-0.06601378137914775	CKD	OA
CKD_osteoporosis	0.0014782615114641313	0.053386	0.017339	0.001591	0.015947	-0.001516	-0.000547	SLEEP	-0.000547	0.0009312615114641313	0.06278735242156155	-0.061309090910097425	-0.062240352421561555	-42.10374953205414	CKD	osteoporosis
CKD_periph_neuro	0.3185128557891689	0.232513	0.312067	0.319424	0.298294	0.314227	0.322726	BMI	0.232513	0.08599985578916888	0.2583980707592687	0.0601147850299002	-0.025885070759268686	-0.08126852743552247	CKD	periph_neuro
CKD_peripheral_arterial	0.24097286489629555	0.140389	0.159661	0.243138	0.223227	0.236774	0.240146	BMI	0.140389	0.10058386489629553	0.0549050326807901	0.18606783221550544	0.08548396731920992	0.35474520069302645	CKD	peripheral_arterial
CKD_PMR	0.0767781447566373	0.056636	0.064173	0.076745	0.074039	0.073024	0.074892	BMI	0.056636	0.020142144756637302	0.04523251146778384	0.03154563328885346	0.011403488532216156	0.14852518992692057	CKD	PMR
CKD_pri_bladder	0.12411563593747132	0.118473	0.151997	0.124527	0.132685	0.112975	0.123475	SMK	0.112975	0.011140635937471319	0.14507493932226662	-0.02095930338479529	-0.03209993932226661	-0.2586292942046267	CKD	pri_bladder
CKD_pri_breast	0.013699427990235479	0.029521	0.012842	0.013646	0.010786	0.013495	0.014384	FG	0.010786	0.0029134279902354784	0.02702723900026221	-0.01332781101002673	-0.016241239000262208	-1.185541397191069	CKD	pri_breast
CKD_pri_colorectal	-0.06721227732626413	-0.076324	-0.057687	-0.067847	-0.065888	-0.06443	-0.067013	SBP	-0.057687	0.009525277326264125	-0.06799921235895477	-0.0007869350326906444	-0.01031221235895477	-0.15342751010945332	CKD	pri_colorectal
CKD_pri_prost	0.003663319466907591	0.025448	0.006573	0.003454	0.002172	0.008839	0.004786	FG	0.002172	0.0014913194669075912	0.026654586262857726	-0.022991266795950135	-0.024482586262857726	-6.683169863840682	CKD	pri_prost
CKD_pri_skin	-0.06440529599393105	-0.03694	-0.058255	-0.06442	-0.05904	-0.062127	-0.064366	BMI	-0.03694	0.02746529599393105	-0.033486134044982775	0.030919161948948275	0.0034538659550172254	0.05362704885857034	CKD	pri_skin
CKD_psoriasis	0.10592043111888753	0.060844	0.098623	0.105889	0.101472	0.094205	0.103905	BMI	0.060844	0.04507643111888753	0.05453645826443658	0.051383972854450954	0.0063075417355634225	0.05954981176845563	CKD	psoriasis
CKD_RA	0.10396378087069007	0.059084	0.084784	0.103951	0.089373	0.088511	0.102161	BMI	0.059084	0.04487978087069007	0.04085752500756056	0.06310625586312951	0.018226474992439436	0.1753156228043446	CKD	RA
CKD_raynauds	-0.011070827521846655	0.019858	-0.016867	-0.010875	0.009317	-0.017199	-0.014128	FG	0.009317	0.001753827521846654	0.010649570064657152	0.0004212574571895028	-0.001332570064657151	-0.12036770169416149	CKD	raynauds
CKD_retinal_detach	-0.05265150453116659	-0.034949	-0.055203	-0.052586	-0.044073	-0.048015	-0.053025	BMI	-0.034949	0.01770250453116659	-0.03732378245572982	0.01532772207543677	-0.002374782455729821	-0.04510379099089352	CKD	retinal_detach
CKD_schizo	-0.08331686084109202	-0.055454	-0.071958	-0.083309	-0.084096	-0.093053	-0.080914	BMI	-0.055454	0.02786286084109202	-0.050559408914213774	0.03275745192687825	0.004894591085786229	0.05874670548523845	CKD	schizo
CKD_scoliosis	-0.028331883644887347	-0.016236	-0.027419	-0.028397	-0.018015	-0.031576	-0.030226	BMI	-0.016236	0.012095883644887347	-0.018576494866843096	0.00975538877804425	-0.002340494866843096	-0.08260992795886524	CKD	scoliosis
CKD_sinusitis	0.0696268516467386	0.054148	0.057526	0.069989	0.070668	0.05812	0.066456	BMI	0.054148	0.015478851646738595	0.0420987656202196	0.027528086026518996	0.0120492343797804	0.17305441930526813	CKD	sinusitis
CKD_sleep_apnoea	0.1718052787926561	0.027612	0.158365	0.171989	0.158085	0.161852	0.170861	BMI	0.027612	0.14419327879265612	0.024228640509114496	0.14757663828354162	0.003383359490885505	0.01969298914830624	CKD	sleep_apnoea
CKD_spondylolisthesis	0.1308369017053806	0.080831	0.135235	0.130853	0.12232	0.118938	0.128993	BMI	0.080831	0.05000590170538059	0.08602111348620763	0.04481578821917297	-0.005190113486207626	-0.0396685752915088	CKD	spondylolisthesis
CKD_spondylosis	0.1896359451519937	0.09226	0.178012	0.189807	0.175981	0.177356	0.189361	BMI	0.09226	0.0973759451519937	0.08697854308827861	0.10265740206371508	0.005281456911721383	0.027850505385401916	CKD	spondylosis
CKD_stroke_all	0.22628022242873158	0.16735	0.167931	0.226359	0.219788	0.217389	0.227306	BMI	0.16735	0.05893022242873158	0.11549521073455932	0.11078501169417226	0.05185478926544068	0.22916182735224544	CKD	stroke_all
CKD_tendon	0.13328006294574216	0.068668	0.126548	0.133461	0.118242	0.118972	0.131985	BMI	0.068668	0.06461206294574215	0.06406442166999123	0.06921564127575093	0.004603578330008781	0.034540637423639886	CKD	tendon
CKD_thromboembolic	0.21879738528573092	0.143434	0.231325	0.218894	0.201	0.211145	0.217636	BMI	0.143434	0.07536338528573092	0.16331331004702965	0.055484075238701275	-0.01987931004702964	-0.09085716459119902	CKD	thromboembolic
CKD_TIA	0.24841024505735734	0.208906	0.206353	0.248473	0.239415	0.239761	0.247621	SBP	0.206353	0.042057245057357334	0.1719610627731336	0.07644918228422373	0.0343919372268664	0.13844814338847167	CKD	TIA
CKD_tinnitus	0.06203269787904888	0.090384	0.07166	0.062375	0.082261	0.060329	0.05925	SLEEP	0.05925	0.002782697879048883	0.09847340206059343	-0.036440704181544555	-0.03922340206059344	-0.6323020503972128	CKD	tinnitus
CKD_ulc_colitis	-0.008049604461744355	0.002368	-0.015578	-0.007944	-0.008017	-0.008568	-0.008204	BMI	0.002368	0.005681604461744354	-0.005078653970329094	0.002970950491415261	-0.002710653970329094	-0.33674374725012185	CKD	ulc_colitis
CKD_ulcer_peptic	0.1790146587312741	0.106203	0.153842	0.179312	0.164441	0.16619	0.177603	BMI	0.106203	0.07281165873127408	0.08630609575883494	0.09270856297243915	0.019896904241165067	0.1111467875434329	CKD	ulcer_peptic
CKD_urine_incont	0.0974436392465847	0.014959	0.094474	0.097517	0.083729	0.082462	0.095175	BMI	0.014959	0.0824846392465847	0.014988746161055505	0.0824548930855292	-2.9746161055504636e-05	-0.00030526529269120264	CKD	urine_incont
CKD_urolithiasis	-0.03727803706620806	-0.074933	-0.035299	-0.037497	-0.039503	-0.039546	-0.037813	SBP	-0.035299	0.001979037066208063	-0.07132902163528224	-0.034050984569074176	-0.03603002163528224	-0.9665214284564053	CKD	urolithiasis
CKD_valve_nonrheumatic	0.14707926299578453	0.102857	0.081609	0.147129	0.136312	0.141099	0.145637	SBP	0.081609	0.06547026299578453	0.04319274679832934	0.10388651619745519	0.038416253201670664	0.2611942188122857	CKD	valve_nonrheumatic
COPD_coronary_heart	0.30234195579149253	0.233729	0.284725	0.298488	0.289457	0.207757	0.296341	SMK	0.207757	0.09458495579149254	0.12006439595958167	0.18227755983191085	0.08769260404041833	0.2900444425943145	COPD	coronary_heart
COPD_deaf	0.11480410531876017	0.096919	0.125899	0.114154	0.122105	0.028906	0.11361	SMK	0.028906	0.08589810531876017	0.03713168011099301	0.07767242520776717	-0.008225680110993006	-0.0716497035376386	COPD	deaf
COPD_depression	0.3369227538870298	0.323438	0.340736	0.337537	0.32916	0.191813	0.328006	SMK	0.191813	0.1451097538870298	0.18495376198529176	0.15196899190173804	0.006859238014708252	0.0203584885127947	COPD	depression
COPD_diabetes_type_2	0.24307656120759902	0.093521	0.224043	0.240745	0.182898	0.191429	0.242357	BMI	0.093521	0.149555561207599	0.0029354988727298918	0.24014106233486912	0.09058550112727011	0.372662426509752	COPD	diabetes_type_2
COPD_diverticuli	0.2535042349489135	0.219154	0.256706	0.252993	0.240774	0.209284	0.249162	SMK	0.209284	0.0442202349489135	0.1854346512112675	0.06806958373764599	0.02384934878873249	0.09407869968538649	COPD	diverticuli
COPD_ED	0.2981287448433454	0.211667	0.288879	0.299284	0.263094	0.145175	0.286944	SMK	0.145175	0.1529537448433454	0.04392584047292276	0.25420290437042264	0.10124915952707725	0.3396155562935724	COPD	ED
COPD_enthesopathy_lower	0.31021987220951414	0.230066	0.301621	0.313655	0.299989	0.171735	0.291525	SMK	0.171735	0.13848487220951414	0.09857813142655736	0.21164174078295678	0.07315686857344264	0.23582263783551063	COPD	enthesopathy_lower
