pair_id	disease1	disease2	baseline_rg	joint_rg	absolute_attenuation	proportional_attenuation	signed_delta_rg	prop_atten_flag	baseline_FDR	joint_FDR
cataract_isch_stroke_tia	cataract	isch_stroke_tia	0.1668816835559833	0.11321609261372079	0.0536655909422625	0.32157867657333095	0.0536655909422625	OK	0.004475950767232787	0.11063428263550841
cataract_migraine	cataract	migraine	0.06433058179542447	0.05138211259641126	0.012948469199013213	0.20128015070950556	0.012948469199013213	OK	0.034958723876561466	0.1364971385225537
cataract_OA	cataract	OA	0.10954764412343099	0.057050550853244404	0.05249709327018658	0.47921699905327364	0.05249709327018658	OK	8.058604112034868e-05	0.11063428263550841
cataract_osteoporosis	cataract	osteoporosis	0.09071357214417951	0.10664570509973414	-0.015932132955554637	-0.17563119364577795	-0.015932132955554637	ENHANCED	0.007434056250604896	0.002995698223879484
cataract_periph_neuro	cataract	periph_neuro	0.20483356512949835	0.15319694760706976	0.051636617522428596	0.25209060580370835	0.051636617522428596	OK	9.469503321619409e-05	0.04162908095818236
cataract_peripheral_arterial	cataract	peripheral_arterial	0.3375990885898983	0.3239529274789884	0.013646161110909882	0.04042120246209158	0.013646161110909882	OK	5.305016542415537e-10	0.0002726944382902781
cataract_PMR	cataract	PMR	0.09121916659804989	0.07428614747462924	0.016933019123420656	nan	0.016933019123420656	PROPORTIONAL_ATTENUATION_UNSTABLE	0.12631098284797054	0.27588078955501183
cataract_pri_bladder	cataract	pri_bladder	0.04170338271726392	0.024657405491954082	0.017045977225309837	nan	0.017045977225309837	PROPORTIONAL_ATTENUATION_UNSTABLE	0.5919514635366327	0.7918509596704599
cataract_pri_breast	cataract	pri_breast	-0.015679966775400324	-0.013195366331481807	0.0024846004439185165	nan	-0.0024846004439185165	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6241745568087992	0.716641475902796
cataract_pri_colorectal	cataract	pri_colorectal	0.0031955568696216945	0.01158470531176595	-0.008389148442144256	nan	-0.008389148442144256	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9548946218297266	0.8563405975300719
cataract_pri_prost	cataract	pri_prost	-0.009305971099887882	0.006181787440394658	0.0031241836594932248	nan	-0.01548775854028254	PROPORTIONAL_ATTENUATION_UNSTABLE	0.8306301257070615	0.9004515594544468
cataract_pri_skin	cataract	pri_skin	-0.03764079097343989	-0.023801450759183232	0.01383934021425666	nan	-0.01383934021425666	PROPORTIONAL_ATTENUATION_UNSTABLE	0.29065977968022194	0.5712261036537664
cataract_psoriasis	cataract	psoriasis	0.12168572841267003	0.08529149532647214	0.036394233086197894	0.2990838248736529	0.036394233086197894	OK	0.0014911390667323645	0.05105941347474909
cataract_RA	cataract	RA	0.11635539125191788	0.06619122289124837	0.0501641683606695	0.4311288701016047	0.0501641683606695	OK	0.0029596748431086955	0.16695800187770815
cataract_raynauds	cataract	raynauds	0.05878556449886655	0.0585462427644567	0.00023932173440985305	nan	0.00023932173440985305	PROPORTIONAL_ATTENUATION_UNSTABLE	0.31127567894031655	0.38198480555973696
cataract_retinal_detach	cataract	retinal_detach	0.4540951980888949	0.47813633679603534	-0.02404113870714042	-0.05294294854541515	-0.02404113870714042	ENHANCED	1.1390823094844118e-19	2.1664163061668232e-19
cataract_schizo	cataract	schizo	-0.024532601653793472	-0.026410159213692174	-0.0018775575598987022	nan	0.0018775575598987022	PROPORTIONAL_ATTENUATION_UNSTABLE	0.3436627150354791	0.38190209695975696
cataract_scoliosis	cataract	scoliosis	0.013421800962598934	0.012862541537842866	0.0005592594247560683	nan	0.0005592594247560683	PROPORTIONAL_ATTENUATION_UNSTABLE	0.8460441030159965	0.873380510740749
cataract_sinusitis	cataract	sinusitis	0.12604673354346585	0.09745926920993316	0.028587464333532694	0.2268005169977262	0.028587464333532694	OK	0.04015327760015821	0.160442024372547
cataract_sleep_apnoea	cataract	sleep_apnoea	0.16743965207235495	0.12389876451383694	0.04354088755851801	0.26003928591360714	0.04354088755851801	OK	3.9382385804692375e-07	0.0010558776564855536
cataract_spondylolisthesis	cataract	spondylolisthesis	0.13324571680306527	0.09665829012345455	0.03658742667961072	0.27458613723160996	0.03658742667961072	OK	0.04629862365006078	0.1972135654913959
cataract_spondylosis	cataract	spondylosis	0.1010344966322537	0.027458272720305255	0.07357622391194844	0.7282287373564285	0.07357622391194844	OK	0.017190720257807584	0.6388007169722864
cataract_stroke_all	cataract	stroke_all	0.16167196432210598	0.11364185696949416	0.04803010735261182	0.2970837124049497	0.04803010735261182	OK	0.0002614889516194152	0.027753051294670303
cataract_tendon	cataract	tendon	0.14520401741982053	0.0943835801190984	0.050820437300722124	0.3499933280343597	0.050820437300722124	OK	3.0028027469124415e-05	0.026152486328027698
cataract_thromboembolic	cataract	thromboembolic	0.13546073062682035	0.09958363233620078	0.035877098290619566	0.26485239024331775	0.035877098290619566	OK	0.0004176461522558983	0.027575739281501706
cataract_TIA	cataract	TIA	0.1812908896484249	0.1364569372032155	0.04483395244520941	0.24730394633814923	0.04483395244520941	OK	0.0004673752501774188	0.018585335706872614
cataract_tinnitus	cataract	tinnitus	0.09781668262609151	0.10748589613740825	-0.009669213511316735	nan	-0.009669213511316735	PROPORTIONAL_ATTENUATION_UNSTABLE	0.13626020313598058	0.10587766891005171
cataract_ulc_colitis	cataract	ulc_colitis	0.015257398323622579	0.0146214564539537	0.0006359418696688778	nan	0.0006359418696688778	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6873536696232045	0.7338744840413945
cataract_ulcer_peptic	cataract	ulcer_peptic	0.1953809723952564	0.13236320717145178	0.06301776522380462	0.32253788304584474	0.06301776522380462	OK	2.2996227226502125e-05	0.02978152568893404
cataract_urine_incont	cataract	urine_incont	0.11644049217464289	0.06477577824874034	0.05166471392590255	0.4437005801075917	0.05166471392590255	OK	0.005055557974356761	0.19469654263675318
cataract_urolithiasis	cataract	urolithiasis	0.04286826205917941	0.03266302333927928	0.010205238719900131	nan	0.010205238719900131	PROPORTIONAL_ATTENUATION_UNSTABLE	0.36604469301715026	0.5485931561974633
cataract_valve_nonrheumatic	cataract	valve_nonrheumatic	0.10619109515783076	0.06348822786462958	0.04270286729320118	0.40213228076923335	0.04270286729320118	OK	0.03085088378023116	0.27020725997147704
cholelithiasis_CKD	cholelithiasis	CKD	0.19151581471042223	0.09841936725958196	0.09309644745084027	0.48610318469837566	0.09309644745084027	OK	7.70571041650405e-07	0.13669270092021216
cholelithiasis_COPD	cholelithiasis	COPD	0.1985877575962137	0.0479285123908186	0.1506592452053951	0.7586532373849997	0.1506592452053951	OK	1.0946181299964087e-05	0.5365459445635292
cholelithiasis_coronary_heart	cholelithiasis	coronary_heart	0.24413819276529217	0.15159738636277487	0.0925408064025173	0.3790509192942356	0.0925408064025173	OK	3.305730719480247e-17	4.8165594955095825e-06
cholelithiasis_deaf	cholelithiasis	deaf	0.08064987221731085	0.049131250800010975	0.03151862141729987	0.39080807632742476	0.03151862141729987	OK	0.005657122580440621	0.18471818679504798
cholelithiasis_depression	cholelithiasis	depression	0.21173186945183425	0.171423638206179	0.040308231245655246	0.19037394488610393	0.040308231245655246	OK	1.622838390301685e-17	6.166013628025712e-08
cholelithiasis_diabetes_type_2	cholelithiasis	diabetes_type_2	0.3395676294803048	0.17284712262607232	0.16672050685423245	0.4909787988607506	0.16672050685423245	OK	5.703634285565356e-26	0.0016009657885125595
cholelithiasis_diverticuli	cholelithiasis	diverticuli	0.27461986275693423	0.2276102621753249	0.04700960058160933	0.17118062804953582	0.04700960058160933	OK	1.0327311384393412e-29	1.1386374360282758e-14
cholelithiasis_ED	cholelithiasis	ED	0.22654785813492087	0.07948143721385058	0.1470664209210703	0.6491627073052472	0.1470664209210703	OK	8.820559304203663e-05	0.38609430891663526
cholelithiasis_enthesopathy_lower	cholelithiasis	enthesopathy_lower	0.299642227538511	0.1918940232956066	0.1077482042429044	0.3595895182332278	0.1077482042429044	OK	1.3172161027415175e-06	0.043086849259927416
cholelithiasis_enthesopathy_shoulder	cholelithiasis	enthesopathy_shoulder	0.19294467726425088	0.09910046152022964	0.09384421574402124	0.486378878519127	0.09384421574402124	OK	7.5544757710858414e-06	0.12843489424215537
cholelithiasis_enthesopathy_upper	cholelithiasis	enthesopathy_upper	0.14028912701123106	0.05034679996592959	0.08994232704530147	0.6411211543008675	0.08994232704530147	OK	0.0032948478254113817	0.5075346765019335
cholelithiasis_essential_tremor	cholelithiasis	essential_tremor	0.05838749599645284	0.049768092689883546	0.008619403306569295	nan	0.008619403306569295	PROPORTIONAL_ATTENUATION_UNSTABLE	0.3222613503107282	0.4812179119499449
cholelithiasis_female_genital_prolapse	cholelithiasis	female_genital_prolapse	0.20412513916191766	0.18997319640752447	0.014151942754393187	0.06932973965135902	0.014151942754393187	OK	5.142606173999068e-11	1.4323091322286466e-07
cholelithiasis_fibromatosis	cholelithiasis	fibromatosis	-0.03815512402424812	-0.021278062136514824	0.0168770618877333	nan	-0.0168770618877333	PROPORTIONAL_ATTENUATION_UNSTABLE	0.3563771593294472	0.6937130495239872
cholelithiasis_fibromyalgia	cholelithiasis	fibromyalgia	0.33138334317688284	0.2490435396459256	0.08233980353095724	0.24847297013056757	0.08233980353095724	OK	4.548520590977469e-09	0.0006248526912527048
cholelithiasis_gastritis_duodenitis	cholelithiasis	gastritis_duodenitis	0.4084203596487299	0.34126909495833707	0.06715126469039284	0.16441703530193164	0.06715126469039284	OK	5.023911439851227e-35	6.588545687456792e-17
cholelithiasis_glaucoma	cholelithiasis	glaucoma	0.02902856762519658	0.047842702144742254	-0.018814134519545674	nan	-0.018814134519545674	PROPORTIONAL_ATTENUATION_UNSTABLE	0.38984849867045157	0.23875337389583023
cholelithiasis_GORD	cholelithiasis	GORD	0.38534021168348487	0.30718621797554885	0.07815399370793602	0.20281816259583896	0.07815399370793602	OK	1.1685550784555789e-39	1.6604355942274773e-19
cholelithiasis_gout	cholelithiasis	gout	0.23482299659959813	0.09177594701204358	0.14304704958755454	0.6091696795415111	0.14304704958755454	OK	2.776357313615115e-19	0.030567098439851295
cholelithiasis_HF	cholelithiasis	HF	0.2893149853734968	0.094521806881292	0.19479317849220482	0.673291009246316	0.19479317849220482	OK	2.9746782064182106e-15	0.07600773030655734
cholelithiasis_hypertension	cholelithiasis	hypertension	0.24407802852544994	0.15045194890883504	0.0936260796166149	0.3835907729271606	0.0936260796166149	OK	9.674419239429091e-11	0.00037295329882453096
cholelithiasis_hyperthyroid	cholelithiasis	hyperthyroid	0.10772863682546768	0.07655941718881548	0.0311692196366522	0.2893308646163395	0.0311692196366522	OK	0.055637513434166966	0.2941055704639106
cholelithiasis_hypothyroid	cholelithiasis	hypothyroid	0.17312640227857926	0.12155407419981748	0.051572328078761775	0.297888290867249	0.051572328078761775	OK	5.0241101134745156e-08	0.011305060866236376
cholelithiasis_IBS	cholelithiasis	IBS	0.2093067383228061	0.21657481424534483	-0.007268075922538725	-0.03472451952946409	-0.007268075922538725	ENHANCED	2.8205252288966795e-11	1.1735382358837308e-09
cholelithiasis_IDA	cholelithiasis	IDA	0.1695575266464748	0.021413128569044076	0.14814439807743074	0.8737117190103264	0.14814439807743074	OK	0.01892279016081935	0.864203552808047
cholelithiasis_insomnia	cholelithiasis	insomnia	0.14377836565705399	0.10569401137955961	0.038084354277494376	0.26488237019145655	0.038084354277494376	OK	0.03521946793348789	0.35425908419162083
cholelithiasis_intervert_disc	cholelithiasis	intervert_disc	0.2524243228463127	0.1633787481138804	0.08904557473243233	0.35276146818326726	0.08904557473243233	OK	1.6806686828094981e-13	0.00010771234922127606
cholelithiasis_isch_stroke_tia	cholelithiasis	isch_stroke_tia	0.10099260447553869	-0.006186223924205979	0.09480638055133271	nan	0.10717882839974467	PROPORTIONAL_ATTENUATION_UNSTABLE	0.07429044350363445	0.945519602739356
cholelithiasis_migraine	cholelithiasis	migraine	0.21656563094871562	0.22261118863673798	-0.006045557688022368	-0.027915591507010618	-0.006045557688022368	ENHANCED	6.613946846300914e-12	1.9343741092650715e-08
cholelithiasis_OA	cholelithiasis	OA	0.20924066360663543	0.046419924019236426	0.162820739587399	0.7781505601296308	0.162820739587399	OK	1.1180332283589058e-11	0.30466319688760957
cholelithiasis_osteoporosis	cholelithiasis	osteoporosis	0.010843109990341045	0.0870793807946138	-0.07623627080427275	nan	-0.07623627080427275	PROPORTIONAL_ATTENUATION_UNSTABLE	0.7959062342348617	0.0470613058053327
cholelithiasis_periph_neuro	cholelithiasis	periph_neuro	0.2627934179410773	0.09801924692448385	0.16477417101659345	0.6270102664958626	0.16477417101659345	OK	5.143615547714859e-05	0.33991459258410056
cholelithiasis_peripheral_arterial	cholelithiasis	peripheral_arterial	0.24753478251736846	0.08074367878818171	0.16679110372918676	0.6738087554119137	0.16679110372918676	OK	0.002631424833612674	0.5628221834809777
cholelithiasis_PMR	cholelithiasis	PMR	0.04115063036625473	0.008980907758290144	0.032169722607964586	nan	0.032169722607964586	PROPORTIONAL_ATTENUATION_UNSTABLE	0.5418665178373531	0.9276195952581763
cholelithiasis_pri_bladder	cholelithiasis	pri_bladder	0.022655196059973584	-0.005211800893059117	0.01744339516691447	nan	0.0278669969530327	PROPORTIONAL_ATTENUATION_UNSTABLE	0.7959062342348617	0.9709289226442669
cholelithiasis_pri_breast	cholelithiasis	pri_breast	0.022527514714133303	0.04341913518103952	-0.020891620466906218	nan	-0.020891620466906218	PROPORTIONAL_ATTENUATION_UNSTABLE	0.5209042229378318	0.290630390750394
cholelithiasis_pri_colorectal	cholelithiasis	pri_colorectal	0.003638358985225062	0.0014662189318008212	0.002172140053424241	nan	0.002172140053424241	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9548946218297266	0.989812261336464
cholelithiasis_pri_prost	cholelithiasis	pri_prost	-0.06648091584243881	-0.037067709301091434	0.02941320654134738	nan	-0.02941320654134738	PROPORTIONAL_ATTENUATION_UNSTABLE	0.09136564826638173	0.4642147253767147
cholelithiasis_pri_skin	cholelithiasis	pri_skin	-0.04930861585791455	-0.006852171570058424	0.04245644428785613	nan	-0.04245644428785613	PROPORTIONAL_ATTENUATION_UNSTABLE	0.10449639990172832	0.8880468683343309
cholelithiasis_psoriasis	cholelithiasis	psoriasis	0.17337107214953623	0.10672694523853414	0.06664412691100209	0.3844016541209373	0.06664412691100209	OK	1.5484579391489424e-06	0.0216635348769539
cholelithiasis_RA	cholelithiasis	RA	0.2090615845714182	0.13765780434760094	0.07140378022381727	0.3415442409957664	0.07140378022381727	OK	3.349756110990324e-06	0.028520933932024504
cholelithiasis_raynauds	cholelithiasis	raynauds	-0.035061431867690375	0.007424850518956977	0.027636581348733397	nan	-0.04248628238664735	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6119762256813419	0.944381247130034
cholelithiasis_retinal_detach	cholelithiasis	retinal_detach	-0.06600898387059306	-0.034910903123592886	0.031098080747000177	nan	-0.031098080747000177	PROPORTIONAL_ATTENUATION_UNSTABLE	0.17388448296465306	0.5836399712101422
cholelithiasis_schizo	cholelithiasis	schizo	-0.0468074501312479	-0.023608337030721033	0.02319911310052687	0.49562864534335127	-0.02319911310052687	OK	0.049742317378662936	0.46216121418186834
cholelithiasis_scoliosis	cholelithiasis	scoliosis	-0.030810971161246273	-0.012773969778711756	0.018037001382534515	nan	-0.018037001382534515	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6417626880107964	0.890231147119363
cholelithiasis_sinusitis	cholelithiasis	sinusitis	0.13877041031278076	0.11695071324983913	0.021819697062941623	0.15723594831031518	0.021819697062941623	OK	0.016847833156685074	0.1193737881925141
cholelithiasis_sleep_apnoea	cholelithiasis	sleep_apnoea	0.2819575705389854	0.08810149476889349	0.1938560757700919	0.6875363388878684	0.1938560757700919	OK	4.47391669324574e-12	0.09032365966231959
cholelithiasis_spondylolisthesis	cholelithiasis	spondylolisthesis	0.006928110478564802	-0.09452974904498532	-0.08760163856642052	nan	0.10145785952355012	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9361540217268962	0.3567867368804054
cholelithiasis_spondylosis	cholelithiasis	spondylosis	0.1745177945104686	0.0061499184501236665	0.16836787606034492	0.9647605078474977	0.16836787606034492	OK	0.0008505967739269036	0.9507282927803705
cholelithiasis_stroke_all	cholelithiasis	stroke_all	0.1582782612047417	0.055334958455209526	0.10294330274953217	0.6503944506717149	0.10294330274953217	OK	0.01892279016081935	0.5614320303695353
cholelithiasis_tendon	cholelithiasis	tendon	0.1710716662368407	0.06987014057188487	0.10120152566495583	0.5915738584368908	0.10120152566495583	OK	0.00020356397989522565	0.36347140244916676
cholelithiasis_thromboembolic	cholelithiasis	thromboembolic	0.24948628580830773	0.13262439465238893	0.1168618911559188	0.46841008024669295	0.1168618911559188	OK	4.454030520004995e-12	0.009751886510669732
cholelithiasis_TIA	cholelithiasis	TIA	0.16607251593879171	0.09163451179998108	0.07443800413881063	0.44822590732740974	0.07443800413881063	OK	0.009779206700090639	0.3044828659521126
cholelithiasis_tinnitus	cholelithiasis	tinnitus	0.11048143651888047	0.16783829829607966	-0.05735686177719919	nan	-0.05735686177719919	PROPORTIONAL_ATTENUATION_UNSTABLE	0.08273211517683071	0.050162053973351134
cholelithiasis_ulc_colitis	cholelithiasis	ulc_colitis	-0.01269661876343393	-0.000350009283070734	0.012346609480363197	nan	-0.012346609480363197	PROPORTIONAL_ATTENUATION_UNSTABLE	0.7201617538024646	0.9929804119748834
cholelithiasis_ulcer_peptic	cholelithiasis	ulcer_peptic	0.29821175651812126	0.19689381926666497	0.1013179372514563	0.339751653101911	0.1013179372514563	OK	3.851805397340512e-08	0.010713621969331543
cholelithiasis_urine_incont	cholelithiasis	urine_incont	0.20335605441861906	0.08124736834071955	0.12210868607789951	0.6004674236378151	0.12210868607789951	OK	1.8989933510606703e-05	0.2454901749058478
cholelithiasis_urolithiasis	cholelithiasis	urolithiasis	0.24932454853510339	0.22310659734285337	0.02621795119225001	0.10515591563804105	0.02621795119225001	OK	3.121953936843478e-11	2.0439584552325086e-07
cholelithiasis_valve_nonrheumatic	cholelithiasis	valve_nonrheumatic	0.04364977184908296	-0.03710166114121175	0.006548110707871209	nan	0.08075143299029472	PROPORTIONAL_ATTENUATION_UNSTABLE	0.4239253010190649	0.5933726122300389
CKD_COPD	CKD	COPD	0.15401754423243422	0.060728769982191455	0.09328877425024276	0.6057022575912315	0.09328877425024276	OK	0.00024671883234024116	0.38609430891663526
CKD_coronary_heart	CKD	coronary_heart	0.2574409498405594	0.1344745666015759	0.12296638323898348	0.4776488873084881	0.12296638323898348	OK	1.1909489367967653e-14	0.001739789936230091
CKD_deaf	CKD	deaf	-0.01896385487715168	-0.021625239530231644	-0.0026613846530799644	nan	0.0026613846530799644	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6046265787647821	0.6285898677191673
CKD_depression	CKD	depression	0.07149248249788942	0.05016456158770227	0.021327920910187148	0.2983239658913339	0.021327920910187148	OK	0.017010894012383725	0.20014057546995
CKD_diabetes_type_2	CKD	diabetes_type_2	0.20605914221517121	0.024332884462993382	0.18172625775217782	0.8819131041631509	0.18172625775217782	OK	4.776207198889879e-12	0.6833462326803872
CKD_diverticuli	CKD	diverticuli	0.11997347088426373	0.09065588870821055	0.02931758217605318	0.24436720851675064	0.02931758217605318	OK	7.245826565337888e-06	0.0051277909900766215
CKD_ED	CKD	ED	0.15906919301437866	0.05088302211430355	0.10818617090007511	0.6801201970660395	0.10818617090007511	OK	0.014739206176251705	0.5970116525076471
CKD_enthesopathy_lower	CKD	enthesopathy_lower	0.206686587125181	0.11395477692366295	0.09273181020151806	0.44865906148691914	0.09273181020151806	OK	0.001238686745499967	0.218607586913194
CKD_enthesopathy_shoulder	CKD	enthesopathy_shoulder	0.12458768514520589	0.05853743039257564	0.06605025475263025	0.5301507502579348	0.06605025475263025	OK	0.0029375669999376726	0.36213125173519595
CKD_enthesopathy_upper	CKD	enthesopathy_upper	0.13080318405726268	0.07751482705604829	0.0532883570012144	0.4073934238319914	0.0532883570012144	OK	0.004401560631263853	0.27020725997147704
CKD_essential_tremor	CKD	essential_tremor	0.04450041164223766	0.028522039337021056	0.015978372305216607	nan	0.015978372305216607	PROPORTIONAL_ATTENUATION_UNSTABLE	0.5209802627554151	0.7421026523932324
CKD_female_genital_prolapse	CKD	female_genital_prolapse	0.025234461510667987	0.018185613922365746	0.007048847588302241	nan	0.007048847588302241	PROPORTIONAL_ATTENUATION_UNSTABLE	0.4846693348670157	0.6850384873040435
CKD_fibromatosis	CKD	fibromatosis	0.034381704992203374	0.05542321821002582	-0.021041513217822445	nan	-0.021041513217822445	PROPORTIONAL_ATTENUATION_UNSTABLE	0.49899683845448967	0.3458498070075238
CKD_fibromyalgia	CKD	fibromyalgia	0.21243925304697087	0.14125096769643375	0.07118828535053712	0.33509948999301553	0.07118828535053712	OK	0.000993739323827362	0.08428717243425393
CKD_gastritis_duodenitis	CKD	gastritis_duodenitis	0.23260545238937214	0.17271956897405238	0.05988588341531975	0.25745692029210565	0.05988588341531975	OK	3.9660645603988066e-10	0.00010598606617848699
CKD_glaucoma	CKD	glaucoma	-0.055220716593275744	-0.0617253600474773	-0.006504643454201556	nan	0.006504643454201556	PROPORTIONAL_ATTENUATION_UNSTABLE	0.15812184372854837	0.1695476226237095
CKD_GORD	CKD	GORD	0.1863650526767185	0.1118471171176916	0.07451793555902689	0.3998492983997959	0.07451793555902689	OK	2.7663279512557934e-09	0.0032931789241466267
CKD_gout	CKD	gout	0.4137363509090051	0.31528104040906807	0.09845531049993705	0.23796630458895973	0.09845531049993705	OK	3.5261425580066453e-32	3.755451875148262e-12
CKD_HF	CKD	HF	0.2991940830190801	0.11682365074224713	0.182370432276833	0.609538900089822	0.182370432276833	OK	2.1277267004965773e-12	0.07087478952626251
CKD_hypertension	CKD	hypertension	0.3266225675723894	0.1346481844064709	0.1919743831659185	0.5877560285952108	0.1919743831659185	OK	4.3938821545164927e-20	0.0033012398251793854
CKD_hyperthyroid	CKD	hyperthyroid	0.10375427163654188	0.06630763823678512	0.03744663339975676	nan	0.03744663339975676	PROPORTIONAL_ATTENUATION_UNSTABLE	0.08224092567461115	0.39084135148098104
CKD_hypothyroid	CKD	hypothyroid	0.18803801752249774	0.16170627701253207	0.026331740509965673	0.14003413169794354	0.026331740509965673	OK	1.405529112020675e-07	0.0007308801442277442
CKD_IBS	CKD	IBS	0.0603338833087493	0.0669065885896906	-0.006572705280941303	nan	-0.006572705280941303	PROPORTIONAL_ATTENUATION_UNSTABLE	0.16205162104061838	0.17683438890752623
CKD_IDA	CKD	IDA	0.15917925899387278	0.028768088783189993	0.1304111702106828	0.8192723790459575	0.1304111702106828	OK	0.03349414851721886	0.8155048849014681
CKD_insomnia	CKD	insomnia	0.03872212430330942	0.024940860863060764	0.013781263440248659	nan	0.013781263440248659	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6540344895108363	0.8611459067831151
CKD_intervert_disc	CKD	intervert_disc	0.19958841902612823	0.1382332460363425	0.06135517298978574	0.30740848236166296	0.06135517298978574	OK	8.852030091000834e-11	0.0002090385662873885
CKD_isch_stroke_tia	CKD	isch_stroke_tia	0.3827844415818379	0.2997160273112888	0.08306841427054906	0.21701094727693981	0.08306841427054906	OK	1.0425585417749849e-08	0.00016393874937476615
CKD_migraine	CKD	migraine	0.09312426469490011	0.09259232603194766	0.0005319386629524525	0.005712138127428212	0.0005319386629524525	OK	0.009141961833318526	0.04142694318490179
CKD_OA	CKD	OA	0.13049606761375268	0.021956538878292752	0.10853952873545993	0.8317455898879607	0.10853952873545993	OK	0.0001708711513456981	0.6977097916434645
CKD_osteoporosis	CKD	osteoporosis	0.0014782615114641313	0.06278735242156155	-0.061309090910097425	nan	-0.061309090910097425	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9766965623127727	0.2299743469377189
CKD_periph_neuro	CKD	periph_neuro	0.3185128557891689	0.2583980707592687	0.0601147850299002	0.18873582003764267	0.0601147850299002	OK	1.310512522946431e-07	0.0038662571403071913
CKD_peripheral_arterial	CKD	peripheral_arterial	0.24097286489629555	0.0549050326807901	0.18606783221550544	0.7721526334327358	0.18606783221550544	OK	0.003070316220448033	0.6976590216602161
CKD_PMR	CKD	PMR	0.0767781447566373	0.04523251146778384	0.03154563328885346	nan	0.03154563328885346	PROPORTIONAL_ATTENUATION_UNSTABLE	0.32126281366595927	0.6279331747330603
CKD_pri_bladder	CKD	pri_bladder	0.12411563593747132	0.14507493932226662	-0.02095930338479529	nan	-0.02095930338479529	PROPORTIONAL_ATTENUATION_UNSTABLE	0.10633408180788889	0.14759139924679074
CKD_pri_breast	CKD	pri_breast	0.013699427990235479	0.02702723900026221	-0.01332781101002673	nan	-0.01332781101002673	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6767399950376054	0.43839414763870704
CKD_pri_colorectal	CKD	pri_colorectal	-0.06721227732626413	-0.06799921235895477	-0.0007869350326906444	nan	0.0007869350326906444	PROPORTIONAL_ATTENUATION_UNSTABLE	0.23948170636558816	0.34425914957143156
CKD_pri_prost	CKD	pri_prost	0.003663319466907591	0.026654586262857726	-0.022991266795950135	nan	-0.022991266795950135	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9418961125683187	0.6354890703817703
CKD_pri_skin	CKD	pri_skin	-0.06440529599393105	-0.033486134044982775	0.030919161948948275	nan	-0.030919161948948275	PROPORTIONAL_ATTENUATION_UNSTABLE	0.08585626046974161	0.47313969193509703
CKD_psoriasis	CKD	psoriasis	0.10592043111888753	0.05453645826443658	0.051383972854450954	0.4851186150930258	0.051383972854450954	OK	0.016933666020651154	0.3612390947120911
CKD_RA	CKD	RA	0.10396378087069007	0.04085752500756056	0.06310625586312951	0.6070023169090102	0.06310625586312951	OK	0.03062774739834517	0.5573673740735657
CKD_raynauds	CKD	raynauds	-0.011070827521846655	0.010649570064657152	0.0004212574571895028	nan	-0.021720397586503806	PROPORTIONAL_ATTENUATION_UNSTABLE	0.8970232483058439	0.9245683641494229
CKD_retinal_detach	CKD	retinal_detach	-0.05265150453116659	-0.03732378245572982	0.01532772207543677	nan	-0.01532772207543677	PROPORTIONAL_ATTENUATION_UNSTABLE	0.3617671127946873	0.5943693309968883
CKD_schizo	CKD	schizo	-0.08331686084109202	-0.050559408914213774	0.03275745192687825	0.3931671404345831	-0.03275745192687825	OK	0.002002810557770166	0.1193737881925141
CKD_scoliosis	CKD	scoliosis	-0.028331883644887347	-0.018576494866843096	0.00975538877804425	nan	-0.00975538877804425	PROPORTIONAL_ATTENUATION_UNSTABLE	0.7240719034781412	0.8595864344504933
CKD_sinusitis	CKD	sinusitis	0.0696268516467386	0.0420987656202196	0.027528086026518996	nan	0.027528086026518996	PROPORTIONAL_ATTENUATION_UNSTABLE	0.3894273343095628	0.683199070522679
CKD_sleep_apnoea	CKD	sleep_apnoea	0.1718052787926561	0.024228640509114496	0.14757663828354162	0.858976157895853	0.14757663828354162	OK	1.8596080722833878e-06	0.6742278252081199
CKD_spondylolisthesis	CKD	spondylolisthesis	0.1308369017053806	0.08602111348620763	0.04481578821917297	0.34253171418022	0.04481578821917297	OK	0.06348324043087637	0.3643723321293299
CKD_spondylosis	CKD	spondylosis	0.1896359451519937	0.08697854308827861	0.10265740206371508	0.5413393646517537	0.10265740206371508	OK	0.00016081270134205223	0.2570915496239577
CKD_stroke_all	CKD	stroke_all	0.22628022242873158	0.11549521073455932	0.11078501169417226	0.48959211063646857	0.11078501169417226	OK	0.000716155978079241	0.2064941326147244
CKD_tendon	CKD	tendon	0.13328006294574216	0.06406442166999123	0.06921564127575093	0.519324794316224	0.06921564127575093	OK	0.0066387595734798835	0.40923774047529776
CKD_thromboembolic	CKD	thromboembolic	0.21879738528573092	0.16331331004702965	0.055484075238701275	0.2535865552791856	0.055484075238701275	OK	2.421134840165915e-07	0.0014685090267815243
