pair_id	disease1	disease2	baseline_rg	joint_rg	absolute_attenuation	proportional_attenuation	signed_delta_rg	prop_atten_flag	baseline_FDR	joint_FDR
AAA_tinnitus	AAA	tinnitus	-0.018101630711903884	0.006875846085377745	0.011225784626526139	nan	-0.024977476797281628	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9076426715281048	0.9697560931499867
AAA_ulc_colitis	AAA	ulc_colitis	-0.06446423182092617	-0.055368486546196444	0.009095745274729727	nan	-0.009095745274729727	PROPORTIONAL_ATTENUATION_UNSTABLE	0.19503262767959204	0.3556666404651789
AAA_ulcer_peptic	AAA	ulcer_peptic	0.3121522502064216	0.17632450617537962	0.135827744031042	0.43513299661053584	0.135827744031042	OK	6.84117499171879e-05	0.09786129026133113
AAA_urine_incont	AAA	urine_incont	0.17596512513618598	0.07253426325411741	0.10343086188206857	0.58779182410162	0.10343086188206857	OK	0.018530939973520063	0.4699599048269456
AAA_urolithiasis	AAA	urolithiasis	0.10582417865351819	0.06913192808716155	0.03669225056635664	nan	0.03669225056635664	PROPORTIONAL_ATTENUATION_UNSTABLE	0.08843435202697728	0.38255654839383446
AAA_valve_nonrheumatic	AAA	valve_nonrheumatic	0.22861515967109697	0.19931042817724468	0.029304731493852293	0.12818367572829503	0.029304731493852293	OK	0.0008753192506307497	0.005029430877518979
AF_alc_problems	AF	alc_problems	0.12519319320280295	0.05492365457565225	0.0702695386271507	0.5612888115515966	0.0702695386271507	OK	0.0023574843439719724	0.3428224538526982
AF_allergic_rhinitis	AF	allergic_rhinitis	0.06565303756215957	0.06483809911542487	0.0008149384467346921	nan	0.0008149384467346921	PROPORTIONAL_ATTENUATION_UNSTABLE	0.10005793878429102	0.174001988231298
AF_anxiety	AF	anxiety	0.11609775176011958	0.10686929919838963	0.009228452561729952	0.07948864144068635	0.009228452561729952	OK	0.0001526424272095428	0.0018229368596875603
AF_asthma	AF	asthma	0.11994320734420566	0.04722264346873033	0.07272056387547533	0.6062916398990925	0.07272056387547533	OK	7.592961417103942e-07	0.1565466771689509
AF_b12_def	AF	b12_def	0.05546042837571849	-0.0384334460330443	0.01702698234267419	nan	0.09389387440876279	PROPORTIONAL_ATTENUATION_UNSTABLE	0.348985083303307	0.6117998710147854
AF_BPH	AF	BPH	0.11215784845262455	0.1226207444270718	-0.010462895974447245	-0.09328723864444277	-0.010462895974447245	ENHANCED	0.00029721146430468885	0.0004017038715926063
AF_bursitis	AF	bursitis	0.1391780603098336	0.09121124154399457	0.047966818765839025	0.3446435354757559	0.047966818765839025	OK	0.018105806276332258	0.2454901749058478
AF_carpal_tunnel	AF	carpal_tunnel	0.08864208597265662	-0.0007271756521695661	0.08791491032048705	0.9917964966168116	0.08936926162482618	OK	0.0009606499279129809	0.989812261336464
AF_cataract	AF	cataract	0.11843858825335332	0.08010809473049017	0.03833049352286315	0.3236318001432942	0.03833049352286315	OK	5.528450972285953e-05	0.02559281748151247
AF_cholelithiasis	AF	cholelithiasis	0.1565441185632619	0.07602494035653173	0.08051917820673016	0.5143545407245123	0.08051917820673016	OK	9.308035215680185e-10	0.030823767870422816
AF_CKD	AF	CKD	0.12431476865787419	0.028927657437333845	0.09538711122054035	0.7673031309984942	0.09538711122054035	OK	5.660685573466947e-05	0.5348653558145873
AF_COPD	AF	COPD	0.11961374889433432	0.003601614540471424	0.1160121343538629	0.9698896274570153	0.1160121343538629	OK	3.7514530904551534e-06	0.9471667592695883
AF_coronary_heart	AF	coronary_heart	0.263373627302607	0.16812786838585897	0.09524575891674802	0.3616374194038571	0.09524575891674802	OK	3.284251366932243e-41	3.210336407821823e-11
AF_deaf	AF	deaf	-0.001961214587012465	-0.011359832419459497	-0.009398617832447033	nan	0.009398617832447033	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9526732837980558	0.7636243813195115
AF_depression	AF	depression	0.10803595403091011	0.07769225414735641	0.030343699883553704	0.2808666814278521	0.030343699883553704	OK	1.2549037977284035e-05	0.009029578765549221
AF_diabetes_type_2	AF	diabetes_type_2	0.16705407974195208	0.050075481309730156	0.11697859843222191	0.7002438887629587	0.11697859843222191	OK	3.497358151031863e-15	0.346775125189042
AF_diverticuli	AF	diverticuli	0.11175602046168566	0.08518003012722995	0.026575990334455707	0.23780365679329996	0.026575990334455707	OK	4.596501828217271e-08	0.00023396199177690518
AF_ED	AF	ED	0.2213430742113148	0.14167460322633357	0.07966847098498123	0.35993207046958353	0.07966847098498123	OK	3.813132955359897e-06	0.04100924407894521
AF_enthesopathy_lower	AF	enthesopathy_lower	0.11495428487895042	0.002576125459555845	0.11237815941939457	0.977590000561801	0.11237815941939457	OK	0.014153713355084228	0.9764583530117446
AF_enthesopathy_shoulder	AF	enthesopathy_shoulder	0.053479670334567596	-0.016091668350443556	0.037388001984124036	0.6991068147994473	0.06957133868501116	OK	0.06803419762234626	0.6950404058382664
AF_enthesopathy_upper	AF	enthesopathy_upper	0.07532887891199781	0.017635944250332887	0.057692934661664926	0.7658807019956331	0.057692934661664926	OK	0.01994626486184814	0.7204276158199922
AF_essential_tremor	AF	essential_tremor	0.035167404852268734	0.019012853628129538	0.016154551224139196	nan	0.016154551224139196	PROPORTIONAL_ATTENUATION_UNSTABLE	0.5717858056259717	0.8049836087823199
AF_female_genital_prolapse	AF	female_genital_prolapse	0.09095279282639487	0.08983368813815781	0.0011191046882370603	0.01230423666454239	0.0011191046882370603	OK	0.000515847159965972	0.002688130490757623
AF_fibromatosis	AF	fibromatosis	-0.02454039024087222	-0.01658127771658287	0.007959112524289349	nan	-0.007959112524289349	PROPORTIONAL_ATTENUATION_UNSTABLE	0.48654798800709254	0.6839457300306941
AF_fibromyalgia	AF	fibromyalgia	0.10095399716606257	0.001969980920845642	0.09898401624521692	0.9804863504551964	0.09898401624521692	OK	0.04579425227933256	0.981871767830218
AF_gastritis_duodenitis	AF	gastritis_duodenitis	0.0692010300854412	-0.011829086688305422	0.057371943397135784	nan	0.08103011677374664	PROPORTIONAL_ATTENUATION_UNSTABLE	0.09183706277931179	0.8507775504862962
AF_glaucoma	AF	glaucoma	-0.0002442525868640571	0.0007536448404673679	-0.0005093922536033109	nan	-0.000997897427331425	PROPORTIONAL_ATTENUATION_UNSTABLE	0.9947280761453433	0.989812261336464
AF_GORD	AF	GORD	0.16080177935260734	0.09559355507080132	0.06520822428180602	0.40551929552232713	0.06520822428180602	OK	1.4321603949177546e-10	0.0012253051088130748
AF_gout	AF	gout	0.20563968306939828	0.10461324552184063	0.10102643754755765	0.49127890122969964	0.10102643754755765	OK	5.457710501285429e-19	0.0003782045854602584
AF_HF	AF	HF	0.5946769746803872	0.5614091762229195	0.033267798457467634	0.055942637556040564	0.033267798457467634	OK	1.4355011319732242e-106	1.4890566510675792e-45
AF_hypertension	AF	hypertension	0.3824167994340854	0.2794981754972799	0.10291862393680551	0.26912683775688806	0.10291862393680551	OK	2.941325063623618e-59	5.817897360698194e-21
AF_hyperthyroid	AF	hyperthyroid	0.1733857719056214	0.15137358649202826	0.02201218541359315	0.12695496967060815	0.02201218541359315	OK	6.70659670423534e-05	0.0037635812951474935
AF_hypothyroid	AF	hypothyroid	0.09914887377339256	0.06531111602902596	0.03383775774436659	0.34128232078262133	0.03383775774436659	OK	4.032143742298051e-06	0.014296692002198049
AF_IBS	AF	IBS	0.042207773641358796	0.034143924818913624	0.008063848822445173	nan	0.008063848822445173	PROPORTIONAL_ATTENUATION_UNSTABLE	0.19691197018480985	0.3393245602464396
AF_IDA	AF	IDA	0.1442873972202999	0.0357539035455389	0.108533493674761	0.7522035587699363	0.108533493674761	OK	0.00016974772034113525	0.5614320303695353
AF_insomnia	AF	insomnia	0.09844026674633273	0.07208587490756047	0.026354391838772265	0.26771963049108727	0.026354391838772265	OK	0.04662540424847666	0.3036640086235303
AF_intervert_disc	AF	intervert_disc	0.13787580466390345	0.07007674078585008	0.06779906387805337	0.491740113817109	0.06779906387805337	OK	1.5120780055368023e-06	0.05039083711848169
AF_isch_stroke_tia	AF	isch_stroke_tia	0.4515748903844633	0.3823971473224888	0.0691777430619745	0.15319218259252132	0.0691777430619745	OK	2.538258590623178e-16	4.685568951421863e-09
AF_migraine	AF	migraine	0.0808314140202473	0.07401003020400926	0.006821383816238036	0.08439025716572723	0.006821383816238036	OK	0.004443201894103242	0.018585335706872614
AF_OA	AF	OA	0.18344437695896332	0.09825469385066189	0.08518968310830143	0.46438972139962864	0.08518968310830143	OK	2.880322308276681e-14	0.0014032601956496399
AF_osteoporosis	AF	osteoporosis	0.05808711622783132	0.09839039990726728	-0.04030328367943596	-0.6938420478881584	-0.04030328367943596	ENHANCED	0.062047582123882256	0.00561514221521772
AF_periph_neuro	AF	periph_neuro	0.1778750860297378	0.10421626733521024	0.07365881869452758	0.41410419153480005	0.07365881869452758	OK	0.00033849280518601706	0.15687523935611547
AF_peripheral_arterial	AF	peripheral_arterial	0.25928996012713407	0.12235077221643376	0.1369391879107003	0.5281314704339374	0.1369391879107003	OK	1.4970259666177148e-07	0.15861918697572086
AF_PMR	AF	PMR	0.1343671919397391	0.10985042052305863	0.02451677141668046	0.1824609941069225	0.02451677141668046	OK	0.021070987873457504	0.11587920930855863
AF_pri_bladder	AF	pri_bladder	0.10788869034271836	0.10216836971292025	0.005720320629798117	nan	0.005720320629798117	PROPORTIONAL_ATTENUATION_UNSTABLE	0.08050103548172986	0.17565785172502132
AF_pri_breast	AF	pri_breast	0.04182808102150366	0.05761854292938706	-0.0157904619078834	nan	-0.0157904619078834	PROPORTIONAL_ATTENUATION_UNSTABLE	0.10788319455693622	0.04197299141248092
AF_pri_colorectal	AF	pri_colorectal	-0.020508488156693688	-0.004435767411629217	0.01607272074506447	nan	-0.01607272074506447	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6849669684880576	0.9493327334846011
AF_pri_prost	AF	pri_prost	-0.018201779503782167	0.013918727608549874	0.004283051895232292	nan	-0.03212050711233204	PROPORTIONAL_ATTENUATION_UNSTABLE	0.6154188190467338	0.7615697292350596
AF_pri_skin	AF	pri_skin	0.023168805800236957	0.053991511015649564	-0.030822705215412607	nan	-0.030822705215412607	PROPORTIONAL_ATTENUATION_UNSTABLE	0.4268335144914972	0.08583916284484082
AF_psoriasis	AF	psoriasis	0.11179980517875898	0.060580797435273406	0.051219007743485576	0.4581314579358208	0.051219007743485576	OK	0.004115075226343237	0.2317652777721423
AF_RA	AF	RA	0.1620764860371242	0.10515261174963866	0.05692387428748555	0.35121611826188615	0.05692387428748555	OK	1.450937977333604e-07	0.005573443151078259
AF_raynauds	AF	raynauds	-0.0197810818494662	-0.029431809667297523	-0.009650727817831321	nan	0.009650727817831321	PROPORTIONAL_ATTENUATION_UNSTABLE	0.7544841324711391	0.6881819711453763
AF_retinal_detach	AF	retinal_detach	0.035218111471600776	0.049168376676448224	-0.013950265204847448	nan	-0.013950265204847448	PROPORTIONAL_ATTENUATION_UNSTABLE	0.4615870668043718	0.355722549943077
AF_schizo	AF	schizo	-0.03141331650181335	-0.007116867981994783	0.02429644851981857	nan	-0.02429644851981857	PROPORTIONAL_ATTENUATION_UNSTABLE	0.14051723746555417	0.8244931064031702
AF_scoliosis	AF	scoliosis	0.08400318856089405	0.09294629021560834	-0.008943101654714292	-0.1064614547128937	-0.008943101654714292	ENHANCED	0.055967172964849266	0.07745900093113989
AF_sinusitis	AF	sinusitis	0.02628853312478425	-0.022783328196016944	0.0035052049287673075	nan	0.0490718613208012	PROPORTIONAL_ATTENUATION_UNSTABLE	0.68073906563672	0.7615697292350596
AF_sleep_apnoea	AF	sleep_apnoea	0.24292074930416976	0.14951262423951378	0.09340812506465598	0.3845209819754686	0.09340812506465598	OK	7.295318757764571e-20	1.2902745061948223e-05
AF_spondylolisthesis	AF	spondylolisthesis	0.02223476215999158	-0.03009048811553412	-0.007855725955542538	nan	0.0523252502755257	PROPORTIONAL_ATTENUATION_UNSTABLE	0.738833479139498	0.7065075320445128
AF_spondylosis	AF	spondylosis	0.16079562645840814	0.06267232494073488	0.09812330151767326	0.6102361343954471	0.09812330151767326	OK	3.310415974639682e-05	0.24462894063842688
AF_stroke_all	AF	stroke_all	0.4259888026099685	0.355705045086716	0.0702837575232525	0.16498968304479977	0.0702837575232525	OK	2.8950901159842816e-22	1.3463901551485059e-11
AF_tendon	AF	tendon	0.05265493680679535	-0.022302521343780926	0.030352415463014426	nan	0.07495745815057628	PROPORTIONAL_ATTENUATION_UNSTABLE	0.15688714473479387	0.6695761974914068
AF_thromboembolic	AF	thromboembolic	0.1551418221867716	0.10179015194563214	0.05335167024113947	0.34388967132866755	0.05335167024113947	OK	3.296030687592884e-06	0.014237469852906436
AF_TIA	AF	TIA	0.3388745539707951	0.2814891730580436	0.05738538091275147	0.16934107397658738	0.05738538091275147	OK	2.005231805610823e-15	1.0933396490049655e-07
AF_tinnitus	AF	tinnitus	0.03971860041878103	0.04866813772755938	-0.00894953730877835	nan	-0.00894953730877835	PROPORTIONAL_ATTENUATION_UNSTABLE	0.4515859050596039	0.48608238296396156
AF_ulc_colitis	AF	ulc_colitis	0.03345826961282067	0.032627788062739624	0.0008304815500810442	nan	0.0008304815500810442	PROPORTIONAL_ATTENUATION_UNSTABLE	0.29543534490054935	0.37686688631314086
AF_ulcer_peptic	AF	ulcer_peptic	0.12857115483408485	0.029356879949609765	0.09921427488447508	0.7716682253691082	0.09921427488447508	OK	0.0016432281024225555	0.6623169770252483
AF_urine_incont	AF	urine_incont	0.09761487717005576	0.016917732787914707	0.08069714438214105	0.8266889916949629	0.08069714438214105	OK	0.0018156196670234008	0.7090912933127377
AF_urolithiasis	AF	urolithiasis	0.13435055274913937	0.12270246172053896	0.011648091028600413	0.08669924157550613	0.011648091028600413	OK	5.1311435072804624e-05	0.0017070172296411717
AF_valve_nonrheumatic	AF	valve_nonrheumatic	0.569712767815304	0.5306738009156499	0.03903896689965414	0.06852394593394517	0.03903896689965414	OK	1.4661659065025968e-61	3.0411612540825342e-43
alc_problems_allergic_rhinitis	alc_problems	allergic_rhinitis	0.09666509962560298	0.13082446520852484	-0.03415936558292186	nan	-0.03415936558292186	PROPORTIONAL_ATTENUATION_UNSTABLE	0.11102067703982618	0.10212626289453466
alc_problems_anxiety	alc_problems	anxiety	0.37373293592180784	0.28458228557487963	0.0891506503469282	0.23854105907749124	0.0891506503469282	OK	8.121944686178584e-19	3.079845544498126e-07
alc_problems_asthma	alc_problems	asthma	0.19409481157513336	0.0841297283949009	0.10996508318023246	0.5665534399803644	0.10996508318023246	OK	1.0816470607081462e-06	0.14129163773167613
alc_problems_b12_def	alc_problems	b12_def	0.1560000626362702	0.027324736108683145	0.12867532652758706	nan	0.12867532652758706	PROPORTIONAL_ATTENUATION_UNSTABLE	0.1491410011109147	0.8814085205477606
alc_problems_BPH	alc_problems	BPH	-0.010056607785256891	0.007339545989811864	0.0027170617954450273	nan	-0.017396153775068757	PROPORTIONAL_ATTENUATION_UNSTABLE	0.868510200482952	0.9302283756878279
alc_problems_bursitis	alc_problems	bursitis	0.27594584649108295	0.13285078128418049	0.14309506520690246	0.5185621274119323	0.14309506520690246	OK	0.005239674491788369	0.39751617616704354
alc_problems_carpal_tunnel	alc_problems	carpal_tunnel	0.1202823778910987	0.004211991044715763	0.11607038684638295	0.9649824760819975	0.11607038684638295	OK	0.006966423075310284	0.9622140453224646
alc_problems_cataract	alc_problems	cataract	0.19712722367327346	0.1458252867432298	0.051301936930043646	0.26024785402077966	0.051301936930043646	OK	8.470000714716291e-06	0.011146940511931325
