disease	exposure	rg	rg.SE	rg.Z	p	gcov	intercept_d	p_bh
IDA	SBP	0.20224565292003036	0.05003362888890399	4.0421943682938135	5.295330939859883e-05	0.016236093401458266	-0.011487798724946182	0.00017352392156771615
deaf	SBP	-0.0926395228558462	0.02307345612759867	-4.014982512526072	5.94502025771827e-05	-0.008355271327669759	-0.01411025098802907	0.0001933266129609147
pri_bladder	SMK	0.20067405312053938	0.05140917985225244	3.9034673125941155	9.48243620086876e-05	0.017330949496048426	0.011051727299172557	0.00030602407739167365
HF	FG	0.23481107624782097	0.0604481385797547	3.884504664076851	0.0001025387245132797	0.013618756051126724	0.004718033728540657	0.0003284323055838884
deaf	BMI	0.07353873671493369	0.018949720642101573	3.880729331257205	0.00010414369192586763	0.008554892929120548	0.003608331143112765	0.00032863120563273785
IBS	SLEEP	-0.1100142137600038	0.02834848387732607	-3.8807794531825497	0.00010412222968515001	-0.01585588827681328	-0.014257435348507904	0.00033101544661099926
b12_def	SLEEP	-0.20139868982682807	0.05242919884316099	-3.8413459345297447	0.00012236152630947878	-0.02120030177998041	0.001078736481290463	0.0003832794868223379
psoriasis	SLEEP	-0.11212894673569448	0.029260434032261813	-3.8321012809332884	0.0001270534100757219	-0.009143090990126833	0.00287085566938054	0.0003950711875347265
enthesopathy_lower	SLEEP	-0.22423573221417564	0.05879008038333512	-3.814176316005488	0.00013663789370500236	-0.01104448126806089	-0.006386132192727584	0.00042179523708935513
sinusitis	SMK	0.18529031314375907	0.04912064133673416	3.7721476776646314	0.0001618484118007593	0.009132991697069145	0.0011249250094473708	0.0004960246289721112
alc_problems	SLEEP	-0.1369920160507901	0.03667833221398196	-3.7349576107107745	0.00018774680836765024	-0.010230884697508758	0.003973579122342722	0.0005712867168901357
urine_incont	SLEEP	-0.1276325882928025	0.035399333333760136	-3.6055082475544826	0.0003115425958003361	-0.00984836028116816	-0.01152822952742856	0.0009346277874010084
COPD	SLEEP	-0.12668613193152817	0.03513009306112444	-3.6061997248655513	0.00031071402439461276	-0.011469175709615004	-0.01954723716811319	0.0009387530098730854
fibromatosis	SMK	0.09916314147926494	0.028036072789618227	3.536984021384946	0.0004047241509900023	0.012533494920424845	0.0027599602954398376	0.0011973089466787569
carpal_tunnel	SBP	0.08033908820216873	0.02271279001471387	3.537173907306113	0.00040443326726393304	0.01048083095258125	-0.0019301590343115342	0.001204815187793255
asthma	SBP	0.0811003490591988	0.023032617394929927	3.5211086811632217	0.00042974644290995627	0.009773363461859839	-0.010863795314561817	0.0012625654115837335
IBS	SMK	0.11632165976263231	0.033352407019443454	3.4876541202804425	0.00048727799479078045	0.014788766897354796	0.017512603214697976	0.0014217837382251538
alc_problems	BMI	0.11525671790692295	0.03308449682906489	3.4837077469369087	0.0004945191618721023	0.015059864944892785	0.0023315589374476382	0.0014330963466497658
gout	SLEEP	-0.07048542447271076	0.020255849774013783	-3.479756478206926	0.000501869737557271	-0.004723452413340835	0.013579500228440849	0.0014445710013472799
ED	FG	0.3172874821709946	0.09159334623302551	3.464088770856494	0.0005320309085855904	0.020419919976888763	-0.002276964302352332	0.0015211085037413524
GORD	ApoB	0.08647327201354373	0.025253350556668656	3.424229660911618	0.0006165449298416807	0.0070070572836940254	-0.017832895781795907	0.001750987600750373
GORD	FG	0.14203736202975445	0.04198166254082644	3.383319131099812	0.0007161536160848528	0.01058446556476651	-0.0020109580888213337	0.0020204068904115715
female_genital_prolapse	SMK	0.08058445399438957	0.023973344114186727	3.361418983123929	0.0007754310130538231	0.0061902446090196985	0.002580570578971737	0.0021590432128165272
COPD	FG	0.16389749135104284	0.048750429844310925	3.36197017902129	0.0007738848076139527	0.016352334881589048	-0.007229067994638732	0.0021689140002864723
coronary_heart	ApoB	0.10279973500121066	0.03080518417190802	3.337092043583891	0.0008465990618693133	0.00856839695588148	-0.011857283425590481	0.002341890911404724
coronary_heart	SLEEP	-0.0722890851642747	0.02187631507090538	-3.3044452381478213	0.0009516456551756871	-0.005027922055232356	-0.0018337741079151805	0.002615490639386082
COPD	SBP	0.10625975390492702	0.032248423633266306	3.2950371501357143	0.000984086691219027	0.013048922939316556	-0.011495773317180517	0.00268731365679042
IDA	SLEEP	-0.19514488122689705	0.059369539450440184	-3.2869529228839283	0.0010127776325925988	-0.011549329684063926	0.0017702753744530712	0.002748046315187561
asthma	SLEEP	-0.09252589536913887	0.028191534628808163	-3.2820453582044156	0.001030570261643424	-0.00822019069350053	-0.013176578642564284	0.0027786261484816365
ulcer_peptic	SLEEP	-0.17657011152587496	0.05400515225432741	-3.2695049297213394	0.0010773586000909353	-0.010612882242322295	-0.004912932538951379	0.0028865079474134493
thromboembolic	FG	0.19549934814456701	0.060053607292372024	3.255413903660692	0.001132272205006184	0.015888966776296712	-0.0069410032496875305	0.003014674745828965
enthesopathy_upper	ApoB	0.10404986529560817	0.03287347875303249	3.1651613775743113	0.0015499695881920485	0.00684787919452267	-0.0015629578765609163	0.004101161767514364
sinusitis	SLEEP	-0.17507697275904346	0.05538900598055375	-3.1608614319691957	0.0015730331200534907	-0.00978272354436963	0.0018419301361386484	0.004136494500881402
valve_nonrheumatic	SMK	0.10351759946537757	0.03283005717072267	3.1531349131396866	0.0016152713576633377	0.0055233490557176496	0.004888240469923479	0.004221506738433018
cholelithiasis	FG	0.15719182168884951	0.0502751835871262	3.1266284968693996	0.0017682321316018236	0.013051231437902155	-9.463279746293061e-4	0.004593090780868152
alc_problems	SBP	0.1081037483694507	0.03479951406459778	3.106472928581113	0.001893336435565533	0.010951192588344481	0.01984350620477223	0.004888250433641922
hyperthyroid	SBP	0.12422665446512919	0.04052213951888172	3.065648949933763	0.0021719816301054963	0.01384336542331097	-0.011708596643768778	0.005573880568824949
hypertension	ApoB	-0.0749963840193559	0.024822618847384847	-3.0212921722905577	0.002516983602145326	-0.006985497598732373	-0.0560480266282013	0.006420568949185084
fibromatosis	BMI	-0.0723874742682626	0.024617595573333477	-2.9404770280114154	0.0032770730014131514	-0.018146490114443192	-0.03331754589580516	0.00830972082501192
GORD	SBP	0.06777992711559915	0.023380886176289965	2.898946028159243	0.0037441933970846068	0.006216784717576567	-0.0068498341250594385	0.009438025959515045
osteoporosis	SLEEP	-0.084013022800743	0.029133795765768307	-2.8836964285806115	0.003930374386148391	-0.00743877503426805	-0.0057716327787161355	0.009849055814701262
IDA	FG	0.24252054184261498	0.08416932397504259	2.8813412106591922	0.003959867048592976	0.015818033133730633	-0.004187398504498006	0.009864931945617588
female_genital_prolapse	BMI	0.0600085389729141	0.021117608231186868	2.8416352039475945	0.004488281610013636	0.009142751090456293	0.01146805735528947	0.01111632538294075
sleep_apnoea	FG	0.13855784731930745	0.04976954902552639	2.783988403194939	0.005369495395082027	0.012455238483411546	0.003912958430406022	0.013221994441069036
pri_prost	BMI	-0.07595680971381441	0.027309654719710762	-2.7813171017132094	0.005413882702556522	-0.012153227676252263	0.0026627816468042	0.01325467834074183
tinnitus	SLEEP	-0.14074536544864533	0.050986727588123656	-2.7604314319915124	0.005772507408684788	-0.00931158233460181	-0.0062619710540461546	0.014051932320569827
cataract	SBP	0.07743364470935539	0.02842259229896218	2.7243695400782566	0.006442437709736277	0.005620353424899622	-0.011831361302033938	0.015593627638338943
schizo	SBP	-0.05623747369194851	0.02069516925204588	-2.7174203316258936	0.006579299275482327	-0.011258803769519366	0.006548560190060464	0.0157459634345813
RA	SLEEP	-0.09541438247965589	0.03510420965285633	-2.7180324930600537	0.006567138856278645	-0.008771151966374777	-0.008268397311732954	0.015805656230365554
sleep_apnoea	SBP	0.07686946337316486	0.02836074623346481	2.7104175165342177	0.006719856007459033	0.008504977396138097	0.010309989658855854	0.015903659217653045
