disease	exposure	rg	rg.SE	rg.Z	p	gcov	intercept_d	p_bh
pri_breast	BMI	-0.05366844519654421	0.019794930728629243	-2.7112216724721336	0.0067035793734263865	-0.006895001631497686	0.001929302408910774	0.015953769905472853
diverticuli	FG	0.10564674957396537	0.03920269342104686	2.694884977399193	0.007041293319891704	0.00927139610834346	-0.003327419161014866	0.01657232571422025
CKD	SMK	0.06825416282184202	0.0255647697444367	2.6698524377163695	0.007588458806095185	0.003452237983394905	0.02323950520314266	0.017761996985695323
coronary_heart	FG	0.11381750190022778	0.043099645897578726	2.640799002634541	0.008271077280992302	0.008724271921098018	0.00884978342944682	0.01925398317870339
enthesopathy_shoulder	FG	0.147583745458579	0.05593313867781551	2.6385743576573937	0.00832554398690846	0.010468412167712625	-0.004893664455034297	0.019275444230559803
ED	SBP	0.12294688165300635	0.0467290325525278	2.631059855878732	0.008511904313303837	0.009739059291272072	-0.009688941903570206	0.019600385067391538
ED	SLEEP	-0.12383060377973786	0.04730472421431483	-2.617721714616098	0.00885189620380608	-0.007231439409482652	-0.0011530089142173861	0.020273697757104244
glaucoma	SBP	0.06551554596701813	0.025082884935565895	2.6119621461134783	0.009002422138589537	0.009827368601179071	-0.010953537280012764	0.020508191609834987
RA	SBP	0.09108786729062596	0.035070264385244174	2.597296281831032	0.009396083766042944	0.011358109621809586	-0.005136027128340978	0.021291125980501563
pri_prost	SMK	-0.07516521861077853	0.029062653591327953	-2.5863164344087006	0.00970078266943724	-0.00606365583145027	6.538950203333746e-4	0.021865256175556954
hyperthyroid	FG	0.17737109591228264	0.06927305649336032	2.560462969167288	0.010453280311669564	0.01605873563780512	-0.006175066651160629	0.02343735480405913
anxiety	SLEEP	-0.0687454451710808	0.027367431899466384	-2.5119435913320465	0.01200682791817916	-0.004235268577242056	-0.0032286307420383293	0.02677962666567708
hypertension	SLEEP	-0.059705870955969784	0.024061960998785503	-2.481338530927856	0.013088999713926614	-0.004640687091279398	-0.00989818065928531	0.029041218115274676
peripheral_arterial	FG	0.20275625957852847	0.08251888215444486	2.457089265933628	0.01400678775429804	0.02138762355762357	0.005840898398137689	0.03091653670119671
diverticuli	SLEEP	-0.052845691609767834	0.021582179552006756	-2.4485799259720333	0.014342060599151569	-0.004208179402043622	0.0014030789342407124	0.03133188623199266
CKD	FG	0.11791070369737992	0.04814274368438106	2.449189528340772	0.014317808639818238	0.007450742502483257	1.0612354166713943e-4	0.0314401364977452
intervert_disc	SBP	0.059092226271811356	0.02428267192200248	2.4335141726420977	0.014953050023250765	0.0060768736991358855	-0.006949357423390572	0.03249999647910626
raynauds	BMI	-0.11004810261787575	0.045748546455151584	-2.405499434299155	0.01615037696300645	-0.018105601652794536	-0.03907388200290353	0.03492416541238958
pri_colorectal	ApoB	0.10243972591427707	0.04277296452395921	2.3949643671973124	0.016621980548646702	0.009709050332456027	-0.003806663987189631	0.03576244299860351
ulcer_peptic	SBP	0.1279976411310623	0.05368579007892895	2.384199635376138	0.017116314258868174	0.010435682339683637	-0.0024392097740998367	0.03664095414209971
tendon	FG	0.14506339943145236	0.06091460012855914	2.3814225017532533	0.017245919141806138	0.008050034068294373	-0.0022204501867706416	0.03673380777204707
allergic_rhinitis	SLEEP	-0.08279462961894293	0.03496097379073621	-2.368201472719889	0.01787479910490971	-0.004610855874636395	0.002706918912543712	0.03751066216104205
hyperthyroid	SMK	0.08757618608624154	0.03697849141309435	2.368300672623713	0.017870006667564175	0.006346580404663085	0.0015970815966375703	0.03768625168506108
peripheral_arterial	SLEEP	-0.1499923985383262	0.0634487572634163	-2.3639926928058177	0.01807916917446114	-0.014356652036760868	-0.004013245938219102	0.03775355915843356
intervert_disc	FG	0.10123384068211286	0.0427310069243968	2.369095604538973	0.017831643423986052	0.008458184950472342	-1.4264581679560495e-4	0.037792438301582375
pri_prost	ApoB	0.08170938865798345	0.034689194870951685	2.3554708883256876	0.018499246498688657	0.008954714814455238	-0.019185789585189572	0.038442336626543255
peripheral_arterial	ApoB	0.14462098804721857	0.06152077008946894	2.350766868439682	0.01873476779032496	0.016588496446923038	-0.04179070923926895	0.03855560907574122
migraine	SLEEP	-0.06438449093079036	0.02737533441437238	-2.3519161430586113	0.018676984957913378	-0.004315733426509119	-3.2027686764792425e-4	0.038623279573160675
spondylosis	FG	0.14103031170473476	0.06012594645786724	2.345581566912391	0.018997421349619174	0.01055080040954378	-8.670080324861831e-4	0.03890818026412389
essential_tremor	SLEEP	-0.10738330635542322	0.04602700032712457	-2.333050287705589	0.01964550614206827	-0.018987070495794022	0.003998568686491763	0.04004299338048365
asthma	FG	0.10011687596401408	0.04295752946091131	2.3306013455711936	0.019774390475884123	0.009802350372365588	-0.006780980897034774	0.04011376353679351
tendon	ApoB	0.07598798367074885	0.032841288745968734	2.313794207606313	0.02067901326041756	0.004585347219343221	-0.003665241474163066	0.041750045729563416
RA	FG	0.13602494760488085	0.059708334726807026	2.2781567804102605	0.022717238271070334	0.01378052283711259	-0.0023911668225979417	0.045648790110735665
thromboembolic	SLEEP	-0.07921248579537124	0.03496423631577748	-2.265528841527332	0.023480246203003832	-0.005841705370402852	-0.0030538773730089705	0.046960492406007665
gout	ApoB	0.0653172799012719	0.028910035934540976	2.259328907413514	0.023862933034337515	0.005245417861548159	-0.008047479673725598	0.04750284800293356
raynauds	SLEEP	-0.1223399617092828	0.05461084868643971	-2.240213522623038	0.025077064184373655	-0.011504343657146206	-0.005596079638414876	0.04968757833741013
insomnia	BMI	0.09843319499344107	0.044754740454634206	2.19939148330484	0.02785009770038417	0.010661683465540825	-0.00580848778906528	0.05492658157575767
sleep_apnoea	ApoB	0.06444402204103732	0.029379212269526594	2.1935245046675904	0.02826961104682223	0.006299281215120509	-0.020402796080880265	0.0554970244513653
retinal_detach	BMI	-0.06998118638136262	0.0320486671632046	-2.1835911623092	0.028992303550305413	-0.014329675714646519	0.003367497757035707	0.05665468491940416
enthesopathy_lower	SBP	0.11606502164422378	0.05388787755351393	2.153824327724991	0.031253951114988264	0.00775433556851425	-0.014361810130675095	0.06079535696340183
PMR	BMI	0.08230690278144821	0.038380765868882616	2.1444830742207497	0.03199420019180907	0.014404471441269811	0.015129276412711242	0.06195240582595756
osteoporosis	FG	-0.12077939629834765	0.05637648548579392	-2.1423718640421874	0.03216357012281728	-0.011785608342552491	4.464512926315694e-4	0.06199855598334914
BPH	SLEEP	-0.06707645001192555	0.031341254175879275	-2.140196739910576	0.032338870533917166	-0.004400729841531191	0.0017845485698043022	0.062055670484003206
spondylolisthesis	SLEEP	-0.11151309100569959	0.05249225147817186	-2.124372414318534	0.03363901481373038	-0.013492834946293917	-0.015060120723757583	0.06426107762622933
gastritis_duodenitis	ApoB	0.07367341392751388	0.03489238384192187	2.1114468492977565	0.03473392182811209	0.004991549780643027	-0.01791406745265398	0.06605647633382031
COPD	ApoB	0.05768186708361662	0.027611429248885336	2.089057634926494	0.03670253533408335	0.006257980634439451	-0.027051197274581443	0.06949013356586448
urine_incont	FG	0.1269739576050215	0.06216324378908221	2.042588994162529	0.04109314151021191	0.010797453535678844	-0.004349782496195158	0.07745875346615164
depression	FG	0.08103568560930628	0.040021788066447	2.0247892341732734	0.04288901101968285	0.006096383308649866	-0.006316629737930163	0.08048774755235635
diabetes_type_2	ApoB	0.05329407179435814	0.026996177376809823	1.9741340061033477	0.04836650751338329	0.006067155468978184	-0.059791554969823	0.09036900088026878
glaucoma	BMI	-0.044240206303096795	0.02245640272312286	-1.97004866935093	0.04883279295141325	-0.008559417097303946	0.0057548326685990725	0.09084178950786918
migraine	ApoB	0.05397208535046091	0.0278336419966412	1.9390953349537925	0.05248973064995289	0.004335451368270832	-0.0012022221304620604	0.09722010981252144
gastritis_duodenitis	FG	0.10500908182146895	0.05421806727756907	1.9367913150403462	0.052770857996204665	0.006542805856315721	0.005748954598045905	0.097317686174819
valve_nonrheumatic	SLEEP	-0.08196036260181948	0.04243709580312561	-1.9313376905443862	0.05344130523139613	-0.0049574982918887634	-6.883352569018612e-4	0.09770813746169421
tinnitus	FG	-0.15799098581751816	0.08173243019647576	-1.9330268956609418	0.05323288463887612	-0.01151929843534981	0.0033772022474880046	0.09774658989724666
ulcer_peptic	FG	0.14872851207552298	0.07711543450779784	1.928647786591719	0.05377460231993675	0.009851780418114941	0.004844049459491369	0.09789735294142331
osteoporosis	SBP	-0.06327864448292453	0.03285701106447744	-1.9258795134697049	0.054119420032775964	-0.007600019591633365	-0.028250921910470468	0.09810584227218111
b12_def	SBP	0.10292099133463328	0.05350246247207613	1.9236683057036776	0.05439617320738892	0.014695761438051382	-0.008784364716800821	0.09818970248452406
urolithiasis	ApoB	0.05772873676961756	0.030455036632354972	1.89553988939509	0.05802091229170947	0.006613228475003612	-2.3453654363235396e-4	0.10429075373952841
OA	FG	0.08245075031069032	0.04439027289465075	1.8574057993823698	0.06325344201698205	0.004683842303233366	0.002450865854727217	0.11321834579510233
periph_neuro	ApoB	0.08433677685149585	0.045748102614314196	1.8435032718735658	0.06525556445001417	0.006427541450292944	-0.023520706845451485	0.11631326550504617
retinal_detach	SMK	-0.07135222683118246	0.03920922826742922	-1.819781464315485	0.06879229155558779	-0.007366399918697927	-0.0017891963899848598	0.12210631751116832
ulc_colitis	BMI	-0.037804413421558464	0.020814738061064906	-1.816232964866066	0.06933464334206069	-0.007546396195105661	0.0060744252475748465	0.1225583322145969
spondylosis	SBP	0.07173882490659099	0.03978111628976773	1.8033386590773783	0.07133504475988657	0.006605802646589268	-0.011101783544123505	0.12557326061037885
tinnitus	BMI	-0.08992667386393396	0.050197741361692264	-1.7914486075375555	0.07322133468204826	-0.010409139067590997	-6.00919630426912e-4	0.12836332746729448
fibromyalgia	SBP	0.08532242648765369	0.04822943627620114	1.7690944177540826	0.0768781193341257	0.012546247425679887	-0.005049706316603843	0.13422163457515388
carpal_tunnel	ApoB	0.04057116790518263	0.023091664406035262	1.756961611419353	0.07892435273832768	0.004676009364810326	-0.0041645553819320506	0.13723173170011263
cholelithiasis	SBP	0.052655472150096756	0.03020240316883077	1.7434199476033023	0.08126028640930937	0.005381005671502233	0.00555256411806642	0.14071903256246257
raynauds	SMK	0.08822025221660836	0.05084563656381796	1.7350604334726019	0.08273010153835009	0.007317983008454026	0.0049018647772958055	0.14268430467747828
enthesopathy_upper	FG	0.10397471744115826	0.06049769546344325	1.7186558371299734	0.08567705797688116	0.006292958643260893	-0.002343204062476386	0.14717107539577168
AF	SLEEP	-0.037944483212098465	0.02215565479796462	-1.712631992063007	0.0867802638108867	-0.002695580322234074	-0.008012779768760416	0.14787356953375094
hyperthyroid	BMI	0.06353035244514045	0.0370879613959014	1.7129642626343224	0.08671911444119074	0.00913150420694962	0.015788629409703343	0.14836282229697692
raynauds	FG	-0.17119960066549358	0.10284518953660689	-1.664634013869521	0.09598579502189702	-0.017741918901840632	-0.001965814764722663	0.16290816206903638
PMR	SLEEP	-0.0925813702106826	0.05616866527869708	-1.6482743492535092	0.09929638593313032	-0.009260784447744646	0.002443328741976003	0.16785817622029175
female_genital_prolapse	FG	0.07873049934612243	0.04798244824997226	1.6408187205447138	0.10083505103104823	0.0075556927583570535	-0.008067073719702623	0.16978550094555947
scoliosis	SLEEP	-0.07475344566836897	0.04590743922058663	-1.6283514597531006	0.10345038378626524	-0.007174758662863357	-0.0019747064320670177	0.17350339957853933
cataract	SLEEP	-0.04259477569292065	0.026390112622902927	-1.6140429675906098	0.10651810666464377	-0.0022792267310401786	-0.0060428334971635075	0.1772527868716338
sinusitis	BMI	0.06460976909180788	0.04001009769866978	1.6148365739670754	0.10634609051020234	0.006316344905513535	0.011910455120461886	0.17766052767586746
enthesopathy_shoulder	ApoB	0.053653979950306956	0.033663838429339614	1.5938164645997408	0.1109771487324815	0.004138392395975751	-0.0010766893490147733	0.18395433992232343
gastritis_duodenitis	SBP	0.05320025776073872	0.033597319491022515	1.583467329140775	0.11331498749054028	0.004079897980051027	-0.0035901178110225728	0.18710149097275255
spondylosis	ApoB	0.05892035660983035	0.03755875711897545	1.5687515010996618	0.11670585315270435	0.004793202173267174	-0.020866810365791258	0.1919563453399693
essential_tremor	BMI	0.05589822151484706	0.036077299592142384	1.5494014836692949	0.1212852373438952	0.01729243202321294	0.011183822339817363	0.19872119657115137
ulc_colitis	ApoB	-0.04131830652161825	0.026838112573473443	-1.5395384607804687	0.12367289593747524	-0.005649298090690967	0.0011030732830096563	0.2010864643868872
b12_def	FG	0.15098403653866327	0.09803177434128695	1.5401540730358383	0.12352280179467037	0.01751542865451034	-0.005856589343483447	0.20161192936601371
osteoporosis	SMK	0.043801856715392565	0.028555391569758778	1.5339259701057772	0.12504786616054456	0.00342118791721185	0.008801209084856553	0.20178178403178781
bursitis	FG	0.130258982931005	0.0850441730500045	1.53166264377002	0.12560570526741682	0.007657179984263531	-0.0017819068897615817	0.20191709601479083
BPH	ApoB	-0.04595543458357161	0.029940120113396324	-1.5349114969986188	0.1248055690525828	-0.0036131275339867583	-0.006470871359243616	0.20215654911178813
sleep_apnoea	SLEEP	-0.05021537667920483	0.03299177778353926	-1.5220573140577778	0.12799472037077647	-0.004095937382921235	-0.007830586858117501	0.2049840258569578
pri_prost	SLEEP	0.046355910755962675	0.03072689239986672	1.5086429878006065	0.13139004231655435	0.004239290138035451	0.0026897725763501868	0.20885133592109015
ulcer_peptic	ApoB	0.07456035217600718	0.049371740628859226	1.5101827731069395	0.13099679314863955	0.005370514334820715	-0.011292143105722317	0.20900611940569455
glaucoma	SMK	-0.03517356070521405	0.023415962352069986	-1.5021189467408196	0.1330663925380513	-0.00343112137469582	0.0060114107222532746	0.2107296774022671
periph_neuro	SBP	0.06784768260448563	0.04553625203054014	1.4899707283546684	0.13623193269579784	0.005852937148689295	-0.007409750395153061	0.2149437160311477
pri_bladder	SBP	-0.09386212957481088	0.06349224015024517	-1.4783244275631129	0.1393209623959718	-0.012465068594296068	0.010147844604788342	0.21820121316427937
raynauds	ApoB	-0.08795538957556243	0.059465433380157966	-1.4791011277639288	0.1391132888467803	-0.009911690629691751	-0.011885583446619347	0.21867993006910852
tinnitus	ApoB	-0.06994130670089668	0.04780469967044009	-1.4630634055451395	0.14345003004904608	-0.005545170471400733	0.004299266835686974	0.22221713745779503
intervert_disc	ApoB	0.03911012467356889	0.026704390325623505	1.464557857216526	0.1430415869488558	0.003553269132362789	-0.011210322947120896	0.22239312423435245
cataract	FG	0.0677987525400369	0.04625615816302016	1.465723813488668	0.1427235439015984	0.003998132967552741	0.0019231201575167862	0.2227114641101865
female_genital_prolapse	SBP	-0.03854246911225688	0.026456692197623567	-1.4568136040725037	0.1451678396109331	-0.004552701862069592	-0.014717624401584755	0.224063404616875
pri_skin	SMK	-0.036097215151267785	0.025043833315431377	-1.4413614200596676	0.1494826036273551	-0.0024734239557557746	8.825637195975199e-4	0.22989021352076994
TIA	FG	0.10069875296021223	0.07029299498580183	1.432557440190903	0.15198435181239817	0.005791340836728221	0.002555681495037982	0.23206212857376923
valve_nonrheumatic	FG	0.10583291992128734	0.0738572977453008	1.432937883623301	0.15187558968042641	0.007054785551684611	-0.004390798530392692	0.23273022015777575
AF	FG	0.06121671201772125	0.04336832566326833	1.411553503195766	0.15808147134100065	0.004792674903823838	0.00707060867168336	0.2405096671116653
glaucoma	FG	0.06698922663601337	0.04839689229149907	1.3841638060669454	0.16630830313475042	0.008163933357729957	-6.019390156171716e-4	0.2521257549302622
pri_skin	SBP	-0.03269742133856698	0.02377747106516184	-1.375142934627494	0.1690871358162504	-0.0034451767164546793	0.0018105074554799047	0.25542950304156975
female_genital_prolapse	SLEEP	-0.03349998697742383	0.024574138866729132	-1.3632211960346405	0.172812809048961	-0.0029172361435105053	-0.01146884653298085	0.2601351825259978
HF	ApoB	-0.045712256209826	0.03436105631647501	-1.3303507257985099	0.18340274131394993	-0.0028829622636034717	-0.010810330310358421	0.27318030699210727
pri_breast	SLEEP	0.02801216132527579	0.020994675010099936	1.3342507712931941	0.18212168534365045	0.00205695638249624	-0.004572787530781318	0.27318252801547566
BPH	SMK	-0.03527800918478233	0.02650103373482451	-1.3311937012639683	0.18312528342177525	-0.0020416829545776916	0.002462287628572014	0.27372410785149565
enthesopathy_shoulder	SBP	0.042368122988741826	0.03208198758931364	1.3206202661475517	0.18662801196348117	0.0036989622926989684	-0.026747213859139873	0.27701579476112537
PMR	SMK	0.059388184594774046	0.045067271776879615	1.3177674674605295	0.18758150150469538	0.005240271843134821	0.009838056218099854	0.2774643043090286
allergic_rhinitis	SMK	-0.03956231973573889	0.03041402017117979	-1.3007921844290744	0.19332959789755347	-0.0019435276502771425	0.006489655418803475	0.2849771927486428
allergic_rhinitis	BMI	0.03731348514857316	0.028741825216270705	1.2982294919617718	0.19420848667475132	0.0036356501903344533	-0.011736267990261699	0.2852855700808416
insomnia	SBP	-0.06850406211394058	0.05344526681780785	-1.2817610649689035	0.19992647627195143	-0.005752628947641837	-0.007285364497628448	0.2926758724805887
sinusitis	ApoB	-0.07002682920570069	0.05489310179732769	-1.2756945210392492	0.20206352613839285	-0.004689072951650311	0.019727303705743212	0.29479130868135395
sinusitis	SBP	0.057455403645646747	0.0452197556233919	1.2705819138908707	0.2038774245404648	0.00435476137953596	-0.01976178965139628	0.29642246707931064
migraine	FG	-0.061110809485915796	0.04852434800827053	-1.2593844532542717	0.20789150212714966	-0.004514355101679422	0.008938584417267588	0.29919520238569514
anxiety	BMI	-0.027787035903988528	0.02205762036680583	-1.2597476718660372	0.20776040215125957	-0.002995133229372323	0.02032503974903286	0.3000201061574121
PMR	SBP	0.06044218610470193	0.047976324034183185	1.259833622551757	0.20772938792161189	0.008201004798024925	0.010879882008558743	0.30099564372315196
ulc_colitis	SBP	0.029172466532729553	0.023700554333654453	1.2308769711476775	0.21836888182907782	0.004514774710414743	-1.3737621733108386e-4	0.31321597191645506
hyperthyroid	SLEEP	0.05266094974013758	0.0430264128899483	1.2239214520353396	0.22098186022185531	0.004326262334001805	-0.011866649743086316	0.3159002431359408
osteoporosis	ApoB	-0.04114868674316458	0.03390200288633332	-1.2137538564057102	0.22484173170889302	-0.004366189375338019	-0.020775908580148317	0.32034306925748635
urolithiasis	SMK	0.0315893473814716	0.026134957004832107	1.20870095082349	0.2267777562660379	0.002663789769343956	0.008453989247084697	0.3209545653466184
pri_colorectal	SMK	-0.043868846128783966	0.03626952641870614	-1.2095235438794825	0.22646177148180793	-0.003060570418116888	0.009558298538678832	0.3215757155041673
IBS	ApoB	-0.03925862312853946	0.033112221494329096	-1.185623354665679	0.23577107495126423	-0.0067806076779072825	0.008524267810370122	0.3325777414875449
enthesopathy_lower	FG	0.0954093630251491	0.08122588906563918	1.1746176511290403	0.24014771829294826	0.005178879861766718	-0.003325772527899179	0.33763342571879856
pri_skin	FG	-0.04960966507396311	0.042363718090825134	-1.171041337013978	0.24158216187975684	-0.004246840012407794	-0.0068911178741981206	0.33853289789729085
anxiety	FG	0.057829519699598285	0.049694267979284626	1.163706037962062	0.2445431616716141	0.003926367524565126	-0.00141597707128254	0.3404424407585216
migraine	BMI	0.02760260397078931	0.023691758706091214	1.1650719692537055	0.2439898621202449	0.003237131153638819	0.02256599631875885	0.3407858402072929
tendon	SBP	0.04384905523524137	0.037915435618196915	1.1564961478168199	0.24747827433375785	0.00299501155790173	-0.022242119204675597	0.343406335068993
scoliosis	FG	-0.08916456495735164	0.07870038114195445	-1.132962301624977	0.25723008482760357	-0.009431325043342643	0.003564799370964069	0.3557792731706465
pri_colorectal	SBP	-0.04670072873100242	0.041905653728260994	-1.1144254909811286	0.2650966926370853	-0.00501006035109018	0.01107355892504362	0.36547311023753504
IBS	SBP	-0.03344812193812807	0.03030765966946983	-1.1036194250201958	0.26975826122983765	-0.006539073908982581	-0.00783687674173857	0.37070006220616397
scoliosis	BMI	-0.04660945909992834	0.04259069348572454	-1.0943578346652374	0.27379806922216	-0.00782685053326564	0.006085988720147659	0.3750417282592931
pri_bladder	ApoB	-0.062364407209005164	0.057203043575329585	-1.0902288289412203	0.2756123571353035	-0.007316950427846163	0.0019932713459713007	0.37631687224243365
isch_stroke_tia	FG	0.09726994256977188	0.09030496322782329	1.0771273149669216	0.2814233916150428	0.006054002033306244	0.0027881087237899872	0.38302352980194326
psoriasis	SBP	0.04263102832253592	0.040186753566090985	1.0608228965901685	0.28877039462779425	0.004715240385943091	0.0011561400545923675	0.3917712997179629
anxiety	ApoB	-0.028234822488579954	0.026678956987739085	-1.0583180782350639	0.28991045371221935	-0.0020845574296261254	0.004520816399907971	0.3920693754965252
retinal_detach	FG	-0.07644671154407333	0.07251337687387881	-1.0542428837238638	0.291771731023534	-0.009860099792786507	-0.0013523071577259639	0.39333783992413124
b12_def	ApoB	0.05275249229846725	0.05115246017987124	1.0312796708695866	0.30240968872190926	0.006654572487249292	-0.034310824206237156	0.40511486602368973
diabetes_type_2	SLEEP	-0.021532506006788195	0.02087544562416277	-1.0314752745620384	0.30231799723516506	-0.0020455449285085685	-0.00679822292941815	0.4062696114264363
scoliosis	SMK	0.045964855843396255	0.04516648834518766	1.017676102957286	0.3088319075115722	0.0038916303298692063	0.009959251719961705	0.4124212934167077
pri_breast	ApoB	0.020774053662337585	0.021374262060967087	0.9719191054681798	0.33109079421980775	0.0018280643875263332	-0.003947392434399898	0.44076461980511905
TIA	SLEEP	-0.04720017016982943	0.04930393239956895	-0.9573307416396281	0.3384003435619586	-0.0024631692882191632	-2.2062790536364754e-4	0.44909204472708525
IDA	ApoB	0.042093906529964274	0.044113043130872005	0.9542281271569165	0.3399681799727322	0.0029854556400817243	-0.034189935228644594	0.44977156729311774
stroke_all	FG	0.07299904973970744	0.07679927280052477	0.9505174603581485	0.3418493862641726	0.00422038517343262	0.006943425069707026	0.4508601812648221
enthesopathy_lower	ApoB	-0.045004741404641835	0.04905359811464377	-0.9174605560933715	0.35890135299758347	-0.0026563821288195146	-0.002963720162122501	0.4718888159783042
spondylolisthesis	ApoB	0.04638329671718186	0.052161206489855144	0.8892297521186165	0.3738796161273471	0.0067255954739438165	-0.005386908808798405	0.490069896831538
glaucoma	SLEEP	0.024327776147365258	0.027641278191267986	0.8801248617746816	0.3787916721571791	0.002690249514008088	-0.00660291857017148	0.4949854366225715
spondylolisthesis	FG	0.08302649847557432	0.09461207786736404	0.8775465072437003	0.3801898696764882	0.011071294734295196	-3.194080140567841e-4	0.495293224716159
retinal_detach	ApoB	-0.0383734975173652	0.043920590372372614	-0.8737017693073473	0.3822806871633645	-0.005381970655354728	-0.0033921726913043087	0.4964986973524185
OA	ApoB	0.020244360705326522	0.02341345049022043	0.864646614721841	0.3872327790312944	0.0012505445229893243	-0.02228115338849403	0.49988231474948913
isch_stroke_tia	SLEEP	-0.04473987269469717	0.05170758042929914	-0.865247848057229	0.3869027683929187	-0.002526703667937652	0.00842149359496644	0.5009744052747215
insomnia	FG	0.08400139417860802	0.1050741668318615	0.799448586758971	0.42403034714306875	0.005731101992289214	-6.53417537855831e-5	0.5457308999484812
diverticuli	ApoB	0.016786805881557156	0.02125214217603457	0.7898877083782714	0.4295933503919069	0.0016019335752672616	0.011830200161959823	0.5512252026113021
depression	SBP	-0.017257340448080645	0.022035269590232127	-0.7831690180786597	0.4335278658451487	-0.0015979685060645117	-0.03475528013345745	0.5546032157658659
BPH	SBP	-0.02576880194799269	0.032997442175242205	-0.7809333163201018	0.4348417157910524	-0.002293251027481845	-0.016907239098053233	0.5546184758293063
isch_stroke_tia	ApoB	-0.03952200034795928	0.05195284052426169	-0.7607283826858846	0.44681931842890193	-0.0026747935038947583	-0.02492499919908773	0.5681941183603351
allergic_rhinitis	FG	-0.048944571168064735	0.06489370008105122	-0.7542268526364458	0.4507130161124524	-0.0030039191783576653	0.0030629898581065276	0.5697440500412603
essential_tremor	FG	-0.06846137973313994	0.09074890328904908	-0.7544044859151633	0.45060637876779464	-0.013340471354722862	0.0065699646297772245	0.5713045159377396
diverticuli	SBP	-0.016139088029395822	0.021587230286278895	-0.747621988340673	0.454688197996617	-0.0017432769233601704	0.00319844294853193	0.5730685572383398
CKD	SLEEP	-0.0240846314775879	0.03263489523530325	-0.7380024144074473	0.46051298195387164	-0.0013809628401741125	0.005935765136975292	0.5786977295349538
fibromyalgia	FG	0.06594959528199698	0.09244686478969988	0.7133783869471457	0.47561164351157653	0.00787887826904322	0.0020868024321407546	0.5924285384091567
deaf	FG	-0.03404751461758667	0.04772684632334744	-0.7133828702386105	0.4756088700112858	-0.002494889233126556	0.0020155819679104547	0.5941624006592603
deaf	SLEEP	-0.016777041217582854	0.023503317532099284	-0.713815877042459	0.4753410406538721	-0.001115518787568877	-0.00846691636220826	0.5955743627016162
stroke_all	SLEEP	0.03428516752889172	0.04957763235867716	0.6915450758287588	0.4892230639793881	0.0017986092458454376	-0.0034013118925412993	0.6040841311745487
tinnitus	SMK	0.02735681103802506	0.039553962975729454	0.6916326198416922	0.4891680711527582	0.001596557082866939	0.007391476416501043	0.6057720881135901
psoriasis	FG	0.04457617903098835	0.06432356201087054	0.6929992313462845	0.4883100338824464	0.0040057373909561725	0.0017457215587783914	0.6064725202155166
glaucoma	ApoB	-0.015878255069080853	0.023539032440389927	-0.674550031284881	0.4999616889432801	-0.002104188778220449	-0.012564424572899392	0.6137858198554389
urolithiasis	SLEEP	-0.02138091352466742	0.031597770918981624	-0.6766589193740667	0.4986223868133692	-0.0020438826376564627	-0.002762164304589386	0.6139107999494082
pri_colorectal	BMI	0.02266587371370294	0.033821716762812044	0.6701573983560978	0.5027574580782375	0.003136360169289196	0.009363631391611381	0.6154444745440494
urine_incont	SBP	0.023982475082801293	0.03604541059568393	0.6653405991627946	0.5058326686843283	0.002510146586298593	-0.019730425538678337	0.6174347187951973
TIA	ApoB	0.03573453861234789	0.05415006903330219	0.6599167692726526	0.5093072422651788	0.0022347587735693213	-0.01270749584711334	0.619899672014189
pri_bladder	BMI	0.037445931500535976	0.05703738077472356	0.6565156217189123	0.5114924195984838	0.006414208500847755	0.02461664587405037	0.6207856716494419
thromboembolic	SBP	-0.023111878844587153	0.03535263136338833	-0.6537527180656242	0.5132711329212271	-0.0023119795579926903	-0.013056488864575732	0.6211747233648941
deaf	ApoB	0.014777611192609558	0.0227319622307	0.650080756013754	0.515640059060202	0.0011774908167033324	-0.004701950596562833	0.6222738389791673
cholelithiasis	SLEEP	-0.019422608610765387	0.030168506109090238	-0.6438041227673867	0.5197024599962726	-0.0014632710033892161	-0.005263493314268897	0.6254046552497518
pri_breast	FG	0.02537405839785077	0.04034728328644777	0.6288913733721856	0.5294201741001658	0.002053396110539093	-0.007372475536827009	0.635304208920199
pri_bladder	FG	-0.06262909447079633	0.10537452400774233	-0.5943475907534794	0.5522796541321228	-0.00675743703123385	0.004404013020994583	0.660873968146866
female_genital_prolapse	ApoB	0.01598109827069724	0.02783447813789003	0.5741475802609991	0.5658679381527962	0.0016677284782380412	-0.0017031714072738553	0.6752373715772862
anxiety	SBP	0.015966159719062057	0.028570775116103297	0.5588283710952973	0.5762788579487674	0.0013342592658260482	-0.00414280831771903	0.6857396466094272
enthesopathy_upper	SBP	0.018813123023520416	0.034778852954347815	0.5409356958441186	0.5885519059808001	0.0014014784320526457	-0.02920599828053126	0.6983930694925372
psoriasis	ApoB	0.018617638975917894	0.0348976861554848	0.5334920743159871	0.5936929959886488	0.0018192470478464483	-0.00449568257992233	0.7025367119199011
thromboembolic	ApoB	-0.01973374394345605	0.03732519716630049	-0.5286976477453923	0.5970152092180263	-0.0017440031743104652	-4.7803024320640245e-4	0.7025648594665171
urine_incont	ApoB	-0.019949784139349443	0.03816066491637665	-0.5227839761981713	0.6011245917183657	-0.0018447279489157175	-0.011536075119983738	0.7035139452528126
